Clasificador,FeatureSelection,UnderSampling,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa
GradientBoosting,3,0.1,0.982,0.054,0.997,0.525,0.985,0.079
SGD,3,0.4,0.46,0.592,0.458,0.525,0.986,0.003
KNeighbors,4,0.05,0.979,0.056,0.994,0.525,0.985,0.069
KNeighbors,5,0.1,0.971,0.065,0.985,0.525,0.985,0.049
GradientBoosting,5,0.1,0.982,0.054,0.997,0.525,0.985,0.082
SVC_Linear,6,0.15,0.59,0.458,0.592,0.525,0.985,0.004
SGD,2,0.05,0.563,0.485,0.564,0.524,0.984,0.008
SGD,3,0.3,0.565,0.482,0.566,0.524,0.984,0.003
GaussianNB,4,0.25,0.869,0.168,0.881,0.524,0.985,0.012
GaussianNB,6,0.5,0.724,0.318,0.73,0.524,0.985,0.006
GradientBoosting,2,0.1,0.982,0.049,0.997,0.523,0.985,0.072
SGD,2,0.4,0.461,0.587,0.459,0.523,0.987,0.004
KNeighbors,4,0.1,0.971,0.06,0.985,0.523,0.985,0.046
KNeighbors,6,0.1,0.969,0.062,0.984,0.523,0.985,0.044
SGD,6,0.5,0.575,0.47,0.577,0.523,0.985,0.005
SGD,3,0.5,0.627,0.413,0.631,0.522,0.987,0.008
GradientBoosting,4,0.1,0.982,0.046,0.997,0.522,0.985,0.069
GaussianNB,6,0.25,0.802,0.233,0.811,0.522,0.985,0.008
GaussianNB,6,0.3,0.816,0.219,0.826,0.522,0.985,0.008
SGD,3,0.05,0.526,0.515,0.526,0.521,0.984,0.008
SGD,4,0.5,0.607,0.433,0.609,0.521,0.987,0.007
SGD,5,0.1,0.509,0.535,0.508,0.521,0.989,0.004
AdaBoost,6,0.3,0.96,0.067,0.975,0.521,0.985,0.031
SGD,3,0.1,0.422,0.62,0.419,0.52,0.986,0.006
SGD,5,0.05,0.709,0.324,0.716,0.52,0.985,0.007
AdaBoost,5,0.25,0.968,0.057,0.983,0.52,0.985,0.039
AdaBoost,5,0.3,0.963,0.063,0.977,0.52,0.985,0.031
SGD,5,0.4,0.465,0.577,0.463,0.52,0.985,0.005
AdaBoost,3,0.3,0.96,0.063,0.975,0.519,0.985,0.028
SGD,4,0.4,0.55,0.487,0.551,0.519,0.987,0.008
KNeighbors,5,0.05,0.98,0.043,0.995,0.519,0.985,0.057
SGD,5,0.5,0.607,0.426,0.61,0.518,0.984,0.006
SGD,6,0.4,0.646,0.387,0.65,0.518,0.985,0.005
GradientBoosting,3,0.05,0.983,0.035,0.999,0.517,0.985,0.059
GaussianNB,5,0.15,0.873,0.15,0.885,0.517,0.985,0.011
SGD,2,0.5,0.528,0.504,0.528,0.516,0.885,0.003
GradientBoosting,5,0.05,0.983,0.032,0.999,0.516,0.984,0.056
KNeighbors,6,0.05,0.98,0.037,0.996,0.516,0.985,0.049
GaussianNB,2,0.25,0.917,0.1,0.93,0.515,0.985,0.012
AdaBoost,2,0.3,0.963,0.052,0.978,0.515,0.984,0.026
SGD,4,0.3,0.491,0.54,0.49,0.515,0.985,0.005
SGD,5,0.15,0.453,0.58,0.451,0.515,0.987,0.003
GradientBoosting,2,0.05,0.983,0.029,0.998,0.514,0.984,0.047
SGD,4,0.1,0.676,0.346,0.682,0.514,0.985,0.007
GradientBoosting,6,0.05,0.984,0.029,0.999,0.514,0.984,0.049
GaussianNB,6,0.1,0.876,0.139,0.888,0.514,0.984,0.008
AdaBoost,3,0.25,0.972,0.039,0.987,0.513,0.984,0.028
AdaBoost,4,0.25,0.973,0.037,0.988,0.513,0.984,0.029
SGD,6,0.3,0.432,0.596,0.43,0.513,0.984,0.003
AdaBoost,4,0.3,0.966,0.043,0.981,0.512,0.984,0.021
GaussianNB,2,0.15,0.943,0.064,0.957,0.511,0.984,0.014
SGD,2,0.15,0.486,0.537,0.485,0.511,0.985,0.006
GaussianNB,3,0.3,0.841,0.17,0.852,0.511,0.984,0.005
AdaBoost,6,0.25,0.972,0.035,0.987,0.511,0.984,0.024
SGD,3,0.15,0.593,0.424,0.596,0.51,0.985,0.008
GradientBoosting,4,0.05,0.983,0.021,0.999,0.51,0.984,0.036
SGD,4,0.15,0.442,0.579,0.44,0.509,0.99,0.001
SGD,6,0.1,0.515,0.502,0.515,0.509,0.985,0.002
SGD,3,0.25,0.488,0.529,0.487,0.508,0.988,0.003
GaussianNB,6,0.05,0.922,0.08,0.936,0.508,0.984,0.008
AdaBoost,6,0.15,0.98,0.02,0.996,0.508,0.984,0.025
GaussianNB,6,0.15,0.876,0.127,0.888,0.508,0.984,0.004
GaussianNB,3,0.1,0.952,0.048,0.967,0.507,0.984,0.009
GaussianNB,3,0.25,0.875,0.127,0.887,0.507,0.984,0.004
AdaBoost,2,0.25,0.972,0.025,0.988,0.506,0.984,0.014
GaussianNB,3,0.15,0.955,0.043,0.969,0.506,0.984,0.007
GaussianNB,4,0.15,0.91,0.089,0.924,0.506,0.984,0.006
AdaBoost,3,0.15,0.981,0.013,0.997,0.505,0.984,0.016
SGD,2,0.25,0.64,0.363,0.645,0.504,0.886,0.003
GaussianNB,4,0.05,0.958,0.036,0.973,0.504,0.984,0.007
SGD,6,0.15,0.469,0.539,0.468,0.504,0.986,0
AdaBoost,2,0.1,0.983,0.007,0.998,0.503,0.984,0.01
AdaBoost,2,0.15,0.981,0.01,0.997,0.503,0.984,0.011
AdaBoost,3,0.1,0.983,0.008,0.998,0.503,0.984,0.012
GaussianNB,5,0.1,0.914,0.077,0.928,0.503,0.984,0.004
AdaBoost,5,0.15,0.981,0.01,0.997,0.503,0.984,0.011
AdaBoost,2,0.05,0.984,0.005,1,0.502,0.984,0.008
GaussianNB,4,0.1,0.936,0.055,0.95,0.502,0.984,0.003
GaussianNB,5,0.05,0.934,0.056,0.948,0.502,0.984,0.003
AdaBoost,6,0.05,0.984,0.004,0.999,0.502,0.984,0.006
GaussianNB,2,0.05,0.97,0.017,0.985,0.501,0.984,0.003
GaussianNB,2,0.1,0.953,0.035,0.968,0.501,0.984,0.003
GaussianNB,3,0.05,0.962,0.025,0.977,0.501,0.984,0.002
AdaBoost,4,0.15,0.982,0.005,0.998,0.501,0.984,0.004
AdaBoost,5,0.05,0.984,0.002,1,0.501,0.984,0.004
SGD,2,0.3,0.523,0.477,0.523,0.5,0.985,0.003
AdaBoost,3,0.05,0.984,0,1,0.5,0.984,0
AdaBoost,4,0.05,0.984,0,1,0.5,0.984,-0.001
AdaBoost,4,0.1,0.983,0.001,0.999,0.5,0.984,0.001
AdaBoost,5,0.1,0.983,0.001,0.999,0.5,0.984,0.001
AdaBoost,6,0.1,0.983,0.001,0.999,0.5,0.984,0.001
SGD,4,0.05,0.64,0.346,0.645,0.496,0.984,-0.003
