Clasificador,FeatureSelection,UnderSampling,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa
ExtraTrees,5,0.25,0.919,0.365,0.928,0.647,0.989,0.104
DecisionTree,6,0.15,0.878,0.407,0.886,0.647,0.989,0.071
DecisionTree,3,0.5,0.722,0.568,0.725,0.646,0.99,0.032
ExtraTrees,4,0.3,0.903,0.38,0.912,0.646,0.989,0.088
RandomForest,2,0.5,0.821,0.463,0.826,0.645,0.99,0.049
DecisionTree,2,0.3,0.812,0.47,0.818,0.644,0.99,0.046
DecisionTree,2,0.4,0.756,0.529,0.76,0.644,0.99,0.036
ExtraTrees,4,0.15,0.957,0.318,0.968,0.643,0.989,0.176
DecisionTree,6,0.3,0.8,0.479,0.805,0.642,0.99,0.043
BaggingClassifierDT,6,0.3,0.874,0.402,0.881,0.642,0.989,0.066
ExtraTrees,2,0.4,0.856,0.419,0.863,0.641,0.989,0.059
RandomForest,4,0.15,0.972,0.3,0.983,0.641,0.989,0.241
BaggingClassifierDT,5,0.5,0.759,0.52,0.763,0.641,0.99,0.035
DecisionTree,4,0.3,0.799,0.476,0.804,0.64,0.99,0.042
BaggingClassifierDT,6,0.4,0.815,0.458,0.821,0.64,0.989,0.045
ExtraTrees,4,0.1,0.97,0.295,0.981,0.638,0.988,0.226
DecisionTree,5,0.1,0.914,0.352,0.923,0.638,0.989,0.092
BaggingClassifierDT,6,0.15,0.946,0.319,0.956,0.637,0.989,0.138
RandomForest,6,0.4,0.89,0.375,0.899,0.637,0.989,0.073
ExtraTrees,6,0.5,0.801,0.468,0.806,0.637,0.989,0.042
RandomForest,4,0.25,0.95,0.311,0.96,0.636,0.988,0.147
DecisionTree,5,0.05,0.948,0.313,0.958,0.636,0.988,0.141
BaggingClassifierDT,5,0.3,0.871,0.392,0.879,0.635,0.989,0.062
DecisionTree,6,0.05,0.946,0.312,0.956,0.634,0.988,0.134
DecisionTree,4,0.4,0.759,0.502,0.763,0.633,0.989,0.034
DecisionTree,2,0.5,0.718,0.54,0.721,0.631,0.99,0.028
ExtraTrees,4,0.05,0.981,0.27,0.992,0.631,0.988,0.298
BaggingClassifierDT,4,0.05,0.979,0.271,0.99,0.631,0.988,0.282
RandomForest,4,0.1,0.981,0.27,0.993,0.631,0.988,0.302
ExtraTrees,5,0.4,0.851,0.405,0.858,0.631,0.989,0.054
DecisionTree,6,0.4,0.751,0.507,0.755,0.631,0.989,0.032
BaggingClassifierDT,5,0.1,0.967,0.281,0.978,0.63,0.988,0.199
DecisionTree,5,0.3,0.793,0.461,0.799,0.63,0.989,0.038
DecisionTree,6,0.5,0.717,0.539,0.72,0.63,0.99,0.028
DecisionTree,5,0.5,0.713,0.542,0.716,0.629,0.99,0.028
ExtraTrees,4,0.25,0.92,0.325,0.93,0.628,0.988,0.093
DecisionTree,5,0.4,0.749,0.504,0.753,0.628,0.989,0.031
DecisionTree,6,0.1,0.911,0.336,0.921,0.628,0.988,0.083
ExtraTrees,4,0.4,0.857,0.389,0.865,0.627,0.989,0.054
DecisionTree,4,0.5,0.717,0.535,0.72,0.627,0.99,0.028
DecisionTree,6,0.25,0.82,0.429,0.826,0.627,0.989,0.043
RandomForest,4,0.5,0.836,0.407,0.843,0.625,0.989,0.046
BaggingClassifierDT,2,0.5,0.747,0.498,0.751,0.624,0.989,0.03
RandomForest,5,0.5,0.839,0.398,0.846,0.622,0.989,0.045
RandomForest,4,0.05,0.985,0.243,0.997,0.62,0.988,0.337
BaggingClassifierDT,5,0.05,0.981,0.248,0.993,0.62,0.988,0.282
RandomForest,5,0.3,0.928,0.302,0.938,0.62,0.988,0.095
ExtraTrees,6,0.25,0.912,0.315,0.922,0.619,0.988,0.078
BaggingClassifierDT,6,0.1,0.965,0.261,0.976,0.618,0.988,0.174
RandomForest,6,0.25,0.946,0.28,0.957,0.618,0.988,0.122
RandomForest,6,0.3,0.935,0.29,0.946,0.618,0.988,0.103
ExtraTrees,6,0.4,0.849,0.376,0.857,0.616,0.988,0.047
ExtraTrees,5,0.3,0.894,0.327,0.903,0.615,0.988,0.065
RandomForest,5,0.15,0.975,0.24,0.987,0.614,0.988,0.221
ExtraTrees,5,0.15,0.953,0.263,0.964,0.614,0.988,0.134
BaggingClassifierDT,6,0.05,0.98,0.232,0.992,0.612,0.988,0.26
ExtraTrees,6,0.15,0.951,0.261,0.962,0.611,0.988,0.126
RandomForest,6,0.15,0.973,0.235,0.985,0.61,0.988,0.202
ExtraTrees,6,0.3,0.897,0.306,0.907,0.606,0.988,0.061
ExtraTrees,4,0.5,0.796,0.407,0.802,0.605,0.988,0.031
ExtraTrees,5,0.1,0.969,0.226,0.981,0.604,0.987,0.172
ExtraTrees,5,0.5,0.794,0.405,0.8,0.603,0.988,0.03
RandomForest,5,0.1,0.981,0.206,0.994,0.6,0.987,0.249
ExtraTrees,5,0.05,0.979,0.202,0.992,0.597,0.987,0.226
GradientBoosting,5,0.5,0.905,0.271,0.916,0.594,0.987,0.059
GradientBoosting,4,0.5,0.898,0.276,0.908,0.592,0.987,0.057
ExtraTrees,6,0.05,0.979,0.19,0.992,0.591,0.987,0.214
ExtraTrees,6,0.1,0.964,0.196,0.977,0.587,0.987,0.133
RandomForest,6,0.1,0.979,0.18,0.992,0.586,0.987,0.207
RandomForest,5,0.05,0.985,0.171,0.998,0.585,0.987,0.26
RandomForest,6,0.05,0.985,0.17,0.998,0.584,0.987,0.257
GradientBoosting,6,0.5,0.906,0.252,0.916,0.584,0.987,0.053
GradientBoosting,2,0.5,0.896,0.257,0.906,0.582,0.987,0.048
GradientBoosting,3,0.5,0.908,0.245,0.919,0.582,0.987,0.054
GradientBoosting,3,0.4,0.936,0.204,0.948,0.576,0.987,0.07
GradientBoosting,4,0.4,0.938,0.2,0.95,0.575,0.986,0.069
GradientBoosting,6,0.4,0.942,0.186,0.954,0.57,0.986,0.07
GradientBoosting,2,0.4,0.941,0.176,0.953,0.565,0.986,0.064
KNeighbors,3,0.5,0.781,0.342,0.788,0.565,0.987,0.018
GradientBoosting,5,0.4,0.936,0.18,0.949,0.564,0.986,0.06
GradientBoosting,3,0.25,0.968,0.145,0.981,0.563,0.986,0.113
GradientBoosting,4,0.3,0.966,0.148,0.979,0.563,0.986,0.103
KNeighbors,2,0.5,0.777,0.336,0.784,0.56,0.986,0.017
KNeighbors,3,0.4,0.831,0.28,0.84,0.56,0.986,0.022
KNeighbors,2,0.3,0.888,0.215,0.899,0.557,0.986,0.031
GradientBoosting,3,0.3,0.958,0.143,0.971,0.557,0.986,0.079
AdaBoost,4,0.5,0.893,0.21,0.904,0.557,0.986,0.033
GradientBoosting,6,0.3,0.963,0.137,0.977,0.557,0.986,0.088
KNeighbors,3,0.25,0.909,0.19,0.921,0.556,0.986,0.038
GradientBoosting,5,0.3,0.963,0.131,0.977,0.554,0.986,0.085
AdaBoost,5,0.5,0.9,0.195,0.911,0.553,0.986,0.032
KNeighbors,6,0.5,0.78,0.319,0.788,0.553,0.986,0.015
AdaBoost,6,0.5,0.895,0.199,0.907,0.553,0.986,0.031
GradientBoosting,2,0.25,0.968,0.121,0.982,0.552,0.986,0.095
GradientBoosting,4,0.25,0.968,0.123,0.981,0.552,0.986,0.092
KNeighbors,5,0.4,0.84,0.252,0.85,0.551,0.986,0.02
KNeighbors,4,0.3,0.89,0.199,0.902,0.55,0.986,0.028
KNeighbors,4,0.4,0.834,0.256,0.844,0.55,0.986,0.019
KNeighbors,2,0.1,0.967,0.117,0.98,0.549,0.986,0.085
KNeighbors,2,0.15,0.951,0.135,0.964,0.549,0.986,0.06
KNeighbors,4,0.5,0.779,0.311,0.786,0.548,0.986,0.014
KNeighbors,5,0.5,0.78,0.308,0.787,0.548,0.986,0.013
KNeighbors,2,0.4,0.841,0.243,0.851,0.547,0.986,0.018
GradientBoosting,6,0.25,0.97,0.108,0.984,0.546,0.985,0.089
GradientBoosting,2,0.3,0.961,0.115,0.975,0.545,0.985,0.07
KNeighbors,5,0.25,0.914,0.164,0.926,0.545,0.986,0.032
GradientBoosting,5,0.25,0.971,0.105,0.986,0.545,0.985,0.092
AdaBoost,5,0.4,0.937,0.139,0.95,0.545,0.985,0.043
KNeighbors,5,0.3,0.889,0.187,0.9,0.544,0.986,0.024
KNeighbors,3,0.3,0.885,0.19,0.896,0.543,0.986,0.023
AdaBoost,3,0.5,0.9,0.174,0.912,0.543,0.985,0.027
AdaBoost,2,0.5,0.906,0.167,0.918,0.542,0.985,0.028
KNeighbors,3,0.15,0.954,0.117,0.968,0.542,0.985,0.054
KNeighbors,2,0.25,0.914,0.156,0.926,0.541,0.985,0.029
GradientBoosting,4,0.15,0.98,0.087,0.994,0.541,0.985,0.113
KNeighbors,4,0.25,0.912,0.157,0.925,0.541,0.985,0.029
AdaBoost,6,0.4,0.936,0.133,0.949,0.541,0.985,0.038
GaussianNB,6,0.25,0.775,0.296,0.783,0.54,0.986,0.013
GaussianNB,6,0.3,0.773,0.299,0.781,0.54,0.986,0.011
KNeighbors,6,0.4,0.836,0.235,0.845,0.54,0.985,0.015
KNeighbors,3,0.1,0.968,0.095,0.982,0.539,0.985,0.072
KNeighbors,6,0.3,0.891,0.175,0.903,0.539,0.985,0.022
GaussianNB,6,0.5,0.734,0.338,0.74,0.539,0.986,0.009
AdaBoost,4,0.4,0.937,0.126,0.95,0.538,0.985,0.038
GradientBoosting,5,0.15,0.98,0.081,0.995,0.538,0.985,0.108
KNeighbors,6,0.25,0.914,0.15,0.926,0.538,0.985,0.027
KNeighbors,4,0.15,0.954,0.107,0.968,0.537,0.985,0.048
GaussianNB,2,0.5,0.698,0.368,0.703,0.536,0.986,0.008
KNeighbors,3,0.05,0.979,0.077,0.994,0.536,0.985,0.098
GaussianNB,5,0.4,0.788,0.275,0.797,0.536,0.986,0.011
AdaBoost,3,0.4,0.937,0.12,0.951,0.535,0.985,0.033
SGD,6,0.5,0.828,0.231,0.838,0.534,0.985,0.018
GradientBoosting,6,0.15,0.98,0.071,0.995,0.533,0.985,0.093
KNeighbors,4,0.1,0.97,0.079,0.985,0.532,0.985,0.062
GaussianNB,6,0.4,0.702,0.356,0.708,0.532,0.985,0.008
GaussianNB,2,0.4,0.774,0.281,0.782,0.531,0.985,0.011
SGD,2,0.5,0.776,0.279,0.784,0.531,0.986,0.009
GaussianNB,3,0.3,0.873,0.177,0.884,0.531,0.985,0.017
KNeighbors,6,0.15,0.956,0.092,0.97,0.531,0.985,0.042
KNeighbors,2,0.05,0.978,0.067,0.993,0.53,0.985,0.08
GaussianNB,2,0.3,0.875,0.173,0.887,0.53,0.985,0.015
KNeighbors,4,0.05,0.98,0.064,0.995,0.53,0.985,0.085
GradientBoosting,3,0.15,0.98,0.064,0.995,0.529,0.985,0.084
GaussianNB,4,0.4,0.748,0.302,0.756,0.529,0.985,0.01
AdaBoost,2,0.4,0.956,0.086,0.97,0.528,0.985,0.038
GaussianNB,5,0.5,0.718,0.331,0.724,0.528,0.985,0.006
AdaBoost,3,0.3,0.963,0.076,0.977,0.527,0.985,0.043
GaussianNB,6,0.15,0.828,0.215,0.838,0.527,0.985,0.009
GradientBoosting,2,0.15,0.979,0.058,0.994,0.526,0.985,0.071
KNeighbors,5,0.1,0.971,0.065,0.986,0.526,0.985,0.053
GradientBoosting,3,0.1,0.981,0.054,0.997,0.525,0.985,0.078
GradientBoosting,6,0.1,0.982,0.054,0.997,0.525,0.985,0.08
GradientBoosting,2,0.1,0.981,0.052,0.996,0.524,0.985,0.073
GaussianNB,3,0.4,0.809,0.23,0.818,0.524,0.985,0.008
KNeighbors,5,0.15,0.956,0.077,0.971,0.524,0.985,0.033
AdaBoost,4,0.3,0.967,0.065,0.981,0.523,0.985,0.041
GradientBoosting,3,0.05,0.983,0.045,0.998,0.522,0.985,0.074
GaussianNB,4,0.5,0.719,0.319,0.725,0.522,0.985,0.005
GaussianNB,5,0.3,0.798,0.235,0.807,0.521,0.985,0.009
KNeighbors,6,0.1,0.968,0.058,0.983,0.521,0.985,0.04
GaussianNB,4,0.3,0.863,0.165,0.874,0.52,0.985,0.01
AdaBoost,6,0.3,0.967,0.058,0.982,0.52,0.985,0.037
GradientBoosting,2,0.05,0.983,0.039,0.998,0.519,0.985,0.065
GradientBoosting,4,0.1,0.982,0.042,0.997,0.519,0.985,0.062
GradientBoosting,5,0.1,0.982,0.042,0.997,0.519,0.985,0.062
GradientBoosting,6,0.05,0.984,0.038,0.999,0.519,0.985,0.067
AdaBoost,2,0.3,0.966,0.055,0.981,0.518,0.985,0.03
SGD,3,0.5,0.913,0.11,0.927,0.518,0.985,0.013
KNeighbors,5,0.05,0.98,0.04,0.995,0.518,0.985,0.053
SGD,5,0.5,0.83,0.196,0.841,0.518,0.985,0.007
GaussianNB,3,0.5,0.757,0.269,0.765,0.517,0.985,0.005
GradientBoosting,4,0.05,0.984,0.035,0.999,0.517,0.985,0.059
GradientBoosting,5,0.05,0.983,0.036,0.999,0.517,0.985,0.06
AdaBoost,5,0.3,0.965,0.055,0.979,0.517,0.985,0.03
AdaBoost,3,0.25,0.971,0.046,0.986,0.516,0.985,0.035
GaussianNB,4,0.15,0.918,0.101,0.931,0.516,0.985,0.017
GaussianNB,4,0.25,0.864,0.157,0.876,0.516,0.985,0.009
GaussianNB,5,0.15,0.883,0.136,0.895,0.515,0.985,0.008
KNeighbors,6,0.05,0.981,0.033,0.996,0.515,0.984,0.045
GaussianNB,3,0.25,0.904,0.112,0.916,0.514,0.984,0.01
LinearSVC,6,0.5,0.961,0.052,0.976,0.514,0.984,0.024
AdaBoost,2,0.25,0.973,0.038,0.989,0.513,0.984,0.03
GaussianNB,3,0.1,0.949,0.062,0.964,0.513,0.984,0.014
BaggingClassifierLSVC,6,0.5,0.953,0.058,0.967,0.513,0.984,0.016
GaussianNB,5,0.25,0.818,0.195,0.828,0.512,0.984,0.006
AdaBoost,6,0.25,0.97,0.039,0.985,0.512,0.984,0.023
GaussianNB,2,0.25,0.903,0.106,0.916,0.511,0.984,0.008
GaussianNB,4,0.1,0.932,0.075,0.946,0.511,0.984,0.013
AdaBoost,4,0.25,0.971,0.036,0.986,0.511,0.984,0.023
GaussianNB,5,0.1,0.932,0.075,0.946,0.51,0.984,0.009
AdaBoost,5,0.25,0.974,0.031,0.99,0.51,0.984,0.024
GaussianNB,6,0.1,0.886,0.123,0.898,0.51,0.984,0.005
SGD,6,0.4,0.926,0.08,0.939,0.51,0.984,0.009
GaussianNB,2,0.1,0.963,0.04,0.978,0.509,0.984,0.013
LinearSVC,3,0.5,0.968,0.035,0.983,0.509,0.984,0.017
BaggingClassifierLSVC,3,0.5,0.965,0.038,0.98,0.509,0.984,0.016
SGD,4,0.5,0.891,0.115,0.903,0.509,0.984,0.005
BaggingClassifierLSVC,4,0.5,0.957,0.045,0.972,0.509,0.984,0.011
LinearSVC,4,0.5,0.968,0.032,0.983,0.508,0.984,0.013
SGD,2,0.4,0.89,0.111,0.903,0.507,0.984,0.005
LinearSVC,2,0.5,0.97,0.029,0.986,0.507,0.984,0.017
AdaBoost,5,0.15,0.981,0.017,0.997,0.507,0.984,0.02
BaggingClassifierLSVC,5,0.4,0.976,0.024,0.991,0.507,0.984,0.019
BaggingClassifierLSVC,2,0.5,0.968,0.03,0.983,0.506,0.984,0.012
GaussianNB,4,0.05,0.956,0.042,0.971,0.506,0.984,0.007
BaggingClassifierLSVC,5,0.5,0.958,0.039,0.973,0.506,0.984,0.009
LinearSVC,3,0.4,0.978,0.017,0.993,0.505,0.984,0.013
SGD,3,0.4,0.976,0.018,0.991,0.505,0.984,0.016
BaggingClassifierLSVC,3,0.4,0.976,0.018,0.991,0.505,0.984,0.012
LinearSVC,5,0.4,0.979,0.017,0.994,0.505,0.984,0.016
GaussianNB,3,0.15,0.946,0.049,0.96,0.504,0.984,0.005
BaggingClassifierLSVC,4,0.15,0.983,0.008,0.999,0.504,0.984,0.014
LinearSVC,4,0.4,0.979,0.014,0.994,0.504,0.984,0.012
BaggingClassifierLSVC,4,0.4,0.977,0.015,0.992,0.504,0.984,0.011
LinearSVC,5,0.5,0.964,0.029,0.98,0.504,0.984,0.008
BaggingClassifierLSVC,6,0.4,0.976,0.015,0.992,0.504,0.984,0.009
AdaBoost,2,0.1,0.983,0.008,0.998,0.503,0.984,0.012
AdaBoost,3,0.1,0.982,0.007,0.998,0.503,0.984,0.01
SVC,3,0.4,0.984,0.006,1,0.503,0.984,0.011
SVC,3,0.5,0.983,0.006,0.999,0.503,0.984,0.009
SGD,4,0.15,0.984,0.006,1,0.503,0.984,0.011
BaggingClassifierLSVC,5,0.25,0.983,0.007,0.999,0.503,0.984,0.011
SVC,6,0.5,0.976,0.014,0.991,0.503,0.984,0.005
AdaBoost,2,0.15,0.98,0.007,0.996,0.502,0.984,0.005
GaussianNB,2,0.15,0.95,0.04,0.964,0.502,0.984,0.001
BaggingClassifierLSVC,2,0.3,0.982,0.007,0.998,0.502,0.984,0.008
BaggingClassifierLSVC,2,0.4,0.981,0.008,0.996,0.502,0.984,0.007
SVC,2,0.5,0.98,0.008,0.996,0.502,0.984,0.005
GaussianNB,3,0.05,0.969,0.019,0.984,0.502,0.984,0.002
AdaBoost,3,0.15,0.982,0.007,0.998,0.502,0.984,0.008
SVC,3,0.3,0.984,0.004,1,0.502,0.984,0.006
BaggingClassifierLSVC,3,0.3,0.982,0.006,0.998,0.502,0.984,0.006
SVC_Linear,3,0.4,0.984,0.004,1,0.502,0.984,0.006
SVC,4,0.15,0.984,0.005,1,0.502,0.984,0.009
SVC_Linear,4,0.15,0.984,0.004,1,0.502,0.984,0.007
AdaBoost,4,0.15,0.981,0.006,0.997,0.502,0.984,0.005
SGD,4,0.25,0.984,0.005,1,0.502,0.984,0.008
BaggingClassifierLSVC,4,0.25,0.983,0.005,0.999,0.502,0.984,0.007
SGD,4,0.4,0.975,0.013,0.99,0.502,0.984,0.006
SVC_Linear,4,0.5,0.981,0.007,0.996,0.502,0.984,0.005
AdaBoost,5,0.1,0.983,0.005,0.999,0.502,0.984,0.006
BaggingClassifierLSVC,5,0.3,0.982,0.006,0.997,0.502,0.984,0.005
SVC_Linear,5,0.5,0.974,0.014,0.99,0.502,0.984,0.004
GaussianNB,6,0.05,0.917,0.073,0.931,0.502,0.984,0.003
LinearSVC,6,0.4,0.979,0.01,0.995,0.502,0.984,0.006
AdaBoost,2,0.05,0.984,0.002,1,0.501,0.984,0.004
SVC,2,0.1,0.984,0.002,1,0.501,0.984,0.004
LinearSVC,2,0.1,0.984,0.001,1,0.501,0.984,0.002
SGD,2,0.1,0.984,0.002,1,0.501,0.984,0.004
BaggingClassifierLSVC,2,0.1,0.984,0.001,1,0.501,0.984,0.002
BaggingClassifierLSVC,2,0.15,0.983,0.004,0.999,0.501,0.984,0.005
LinearSVC,2,0.3,0.982,0.005,0.998,0.501,0.984,0.005
SVC,2,0.4,0.982,0.005,0.998,0.501,0.984,0.005
LinearSVC,2,0.4,0.981,0.005,0.997,0.501,0.984,0.002
BaggingClassifierLSVC,3,0.15,0.984,0.002,1,0.501,0.984,0.004
SVC_Linear,3,0.3,0.984,0.002,1,0.501,0.984,0.004
LinearSVC,3,0.3,0.982,0.004,0.998,0.501,0.984,0.003
SGD,3,0.3,0.983,0.004,0.999,0.501,0.984,0.006
AdaBoost,4,0.1,0.983,0.004,0.999,0.501,0.984,0.005
LinearSVC,4,0.15,0.984,0.002,1,0.501,0.984,0.004
SVC,4,0.25,0.984,0.002,1,0.501,0.984,0.004
SVC,4,0.3,0.984,0.002,1,0.501,0.984,0.004
BaggingClassifierLSVC,4,0.3,0.982,0.004,0.998,0.501,0.984,0.003
SVC,4,0.4,0.982,0.005,0.998,0.501,0.984,0.005
AdaBoost,5,0.05,0.984,0.002,1,0.501,0.984,0.003
SGD,5,0.1,0.984,0.001,1,0.501,0.984,0.002
BaggingClassifierLSVC,5,0.1,0.984,0.002,1,0.501,0.984,0.004
SVC_Linear,5,0.15,0.984,0.001,1,0.501,0.984,0.002
LinearSVC,5,0.15,0.984,0.001,1,0.501,0.984,0.002
SGD,5,0.15,0.984,0.001,1,0.501,0.984,0.002
BaggingClassifierLSVC,5,0.15,0.984,0.002,1,0.501,0.984,0.004
SVC,5,0.25,0.984,0.001,1,0.501,0.984,0.002
LinearSVC,5,0.25,0.983,0.002,0.999,0.501,0.984,0.003
SGD,5,0.25,0.984,0.002,1,0.501,0.984,0.004
SVC_Linear,5,0.3,0.984,0.002,1,0.501,0.984,0.004
SGD,5,0.3,0.984,0.002,1,0.501,0.984,0.004
SVC,5,0.4,0.979,0.007,0.995,0.501,0.984,0.002
SVC_Linear,5,0.4,0.984,0.002,1,0.501,0.984,0.004
SGD,5,0.4,0.938,0.05,0.953,0.501,0.984,0.009
AdaBoost,6,0.05,0.984,0.002,1,0.501,0.984,0.004
AdaBoost,6,0.1,0.983,0.002,0.999,0.501,0.984,0.003
AdaBoost,6,0.15,0.981,0.006,0.997,0.501,0.984,0.005
BaggingClassifierLSVC,6,0.25,0.983,0.002,0.999,0.501,0.984,0.002
SVC,6,0.4,0.984,0.001,1,0.501,0.984,0.002
SVC,2,0.05,0.984,0,1,0.5,0.984,0
SVC_Linear,2,0.05,0.984,0,1,0.5,0.984,0
LinearSVC,2,0.05,0.984,0,1,0.5,0.984,0
GaussianNB,2,0.05,0.97,0.015,0.985,0.5,0.984,0
SGD,2,0.05,0.984,0,1,0.5,0.984,0
BaggingClassifierLSVC,2,0.05,0.984,0,1,0.5,0.984,0
SVC_Linear,2,0.1,0.984,0,1,0.5,0.984,0
SVC,2,0.15,0.984,0.001,1,0.5,0.984,0.002
SVC_Linear,2,0.15,0.984,0.001,1,0.5,0.984,0.002
LinearSVC,2,0.15,0.983,0,0.999,0.5,0.984,-0.001
SGD,2,0.15,0.984,0.001,1,0.5,0.984,0.002
SVC,2,0.25,0.984,0.001,1,0.5,0.984,0.002
SVC_Linear,2,0.25,0.984,0,1,0.5,0.984,0
LinearSVC,2,0.25,0.983,0.001,0.999,0.5,0.984,0
SGD,2,0.25,0.984,0.001,1,0.5,0.984,0.002
BaggingClassifierLSVC,2,0.25,0.983,0.001,0.999,0.5,0.984,0
SVC,2,0.3,0.983,0,0.999,0.5,0.984,-0.001
