,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,split5_test_Accuracy,split6_test_Accuracy,split7_test_Accuracy,split8_test_Accuracy,split9_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_train_Accuracy,split1_train_Accuracy,split2_train_Accuracy,split3_train_Accuracy,split4_train_Accuracy,split5_train_Accuracy,split6_train_Accuracy,split7_train_Accuracy,split8_train_Accuracy,split9_train_Accuracy,mean_train_Accuracy,std_train_Accuracy,split0_test_ROC_AUC,split1_test_ROC_AUC,split2_test_ROC_AUC,split3_test_ROC_AUC,split4_test_ROC_AUC,split5_test_ROC_AUC,split6_test_ROC_AUC,split7_test_ROC_AUC,split8_test_ROC_AUC,split9_test_ROC_AUC,mean_test_ROC_AUC,std_test_ROC_AUC,rank_test_ROC_AUC,split0_train_ROC_AUC,split1_train_ROC_AUC,split2_train_ROC_AUC,split3_train_ROC_AUC,split4_train_ROC_AUC,split5_train_ROC_AUC,split6_train_ROC_AUC,split7_train_ROC_AUC,split8_train_ROC_AUC,split9_train_ROC_AUC,mean_train_ROC_AUC,std_train_ROC_AUC,split0_test_Recall,split1_test_Recall,split2_test_Recall,split3_test_Recall,split4_test_Recall,split5_test_Recall,split6_test_Recall,split7_test_Recall,split8_test_Recall,split9_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,split0_train_Recall,split1_train_Recall,split2_train_Recall,split3_train_Recall,split4_train_Recall,split5_train_Recall,split6_train_Recall,split7_train_Recall,split8_train_Recall,split9_train_Recall,mean_train_Recall,std_train_Recall,split0_test_F1,split1_test_F1,split2_test_F1,split3_test_F1,split4_test_F1,split5_test_F1,split6_test_F1,split7_test_F1,split8_test_F1,split9_test_F1,mean_test_F1,std_test_F1,rank_test_F1,split0_train_F1,split1_train_F1,split2_train_F1,split3_train_F1,split4_train_F1,split5_train_F1,split6_train_F1,split7_train_F1,split8_train_F1,split9_train_F1,mean_train_F1,std_train_F1,split0_test_Specificity,split1_test_Specificity,split2_test_Specificity,split3_test_Specificity,split4_test_Specificity,split5_test_Specificity,split6_test_Specificity,split7_test_Specificity,split8_test_Specificity,split9_test_Specificity,mean_test_Specificity,std_test_Specificity,rank_test_Specificity,split0_train_Specificity,split1_train_Specificity,split2_train_Specificity,split3_train_Specificity,split4_train_Specificity,split5_train_Specificity,split6_train_Specificity,split7_train_Specificity,split8_train_Specificity,split9_train_Specificity,mean_train_Specificity,std_train_Specificity
0,0.001426529884338379,0.00014193348775070816,0.0027060747146606446,0.00022871046927801095,0.05,1,1,"{'learning_rate': 0.05, 'max_depth': 1, 'n_estimators': 1}",0.8671328671328671,0.8671328671328671,0.8671328671328671,0.8671328671328671,0.8671328671328671,0.8671328671328671,0.8732394366197183,0.8732394366197183,0.8732394366197183,0.8732394366197183,0.8695754949276076,0.0029915958643269387,96,0.8698363211223694,0.8698363211223694,0.8698363211223694,0.8698363211223694,0.8698363211223694,0.8698363211223694,0.8691588785046729,0.8691588785046729,0.8691588785046729,0.8691588785046729,0.8695653440752908,0.0003318777486743687,0.868421052631579,0.6842105263157895,0.5263157894736843,0.631578947368421,0.631578947368421,0.6194821731748728,0.5313620071684588,0.5869175627240144,0.5474910394265233,0.5474910394265233,0.6174849085078288,0.09710001950323674,133,0.6298236859614106,0.6131822376751873,0.6311463095314747,0.6191702616272832,0.6191702616272832,0.6205143476487884,0.6673707117255504,0.6614183307731696,0.6282642089093702,0.6282642089093702,0.6318324564388889,0.017218753984042906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9288389513108614,0.9288389513108614,0.9288389513108614,0.9288389513108614,0.9288389513108614,0.9288389513108614,0.9323308270676691,0.9323308270676691,0.9323308270676691,0.9323308270676691,0.9302357016135845,0.0017106627698747713,93,0.9303876615256357,0.9303876615256357,0.9303876615256357,0.9303876615256357,0.9303876615256357,0.9303876615256357,0.9299999999999999,0.9299999999999999,0.9299999999999999,0.9299999999999999,0.9302325969153813,0.00018991458614328502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0020140647888183595,0.00012715465226308383,0.002746391296386719,0.0002829816781391707,0.05,1,2,"{'learning_rate': 0.05, 'max_depth': 1, 'n_estimators': 2}",0.8671328671328671,0.8671328671328671,0.8671328671328671,0.8671328671328671,0.8671328671328671,0.8671328671328671,0.8732394366197183,0.8732394366197183,0.8732394366197183,0.8732394366197183,0.8695754949276076,0.0029915958643269387,96,0.8698363211223694,0.8698363211223694,0.8698363211223694,0.8698363211223694,0.8698363211223694,0.8698363211223694,0.8691588785046729,0.8691588785046729,0.8691588785046729,0.8691588785046729,0.8695653440752908,0.0003318777486743687,0.8883701188455009,0.6842105263157895,0.5263157894736843,0.631578947368421,0.6315789473684211,0.6559847198641766,0.5313620071684588,0.5869175627240144,0.5640681003584229,0.5873655913978495,0.628775231088474,0.09942824771359135,132,0.7855310883609126,0.6131822376751873,0.6311463095314747,0.6191702616272832,0.6197014573004529,0.6561581138797674,0.6673707117255504,0.6614183307731696,0.6660532940774876,0.8010699351425158,0.6720801740093801,0.06373593540455834,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9288389513108614,0.9288389513108614,0.9288389513108614,0.9288389513108614,0.9288389513108614,0.9288389513108614,0.9323308270676691,0.9323308270676691,0.9323308270676691,0.9323308270676691,0.9302357016135845,0.0017106627698747713,93,0.9303876615256357,0.9303876615256357,0.9303876615256357,0.9303876615256357,0.9303876615256357,0.9303876615256357,0.9299999999999999,0.9299999999999999,0.9299999999999999,0.9299999999999999,0.9302325969153813,0.00018991458614328502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0031736135482788087,0.00014707920017066216,0.002908158302307129,0.0005284155371336584,0.05,1,4,"{'learning_rate': 0.05, 'max_depth': 1, 'n_estimators': 4}",0.8671328671328671,0.8671328671328671,0.8671328671328671,0.8671328671328671,0.8671328671328671,0.8671328671328671,0.8732394366197183,0.8732394366197183,0.8732394366197183,0.8732394366197183,0.8695754949276076,0.0029915958643269387,96,0.8698363211223694,0.8698363211223694,0.8698363211223694,0.8698363211223694,0.8698363211223694,0.8698363211223694,0.8691588785046729,0.8691588785046729,0.8691588785046729,0.8691588785046729,0.8695653440752908,0.0003318777486743687,0.8883701188455009,0.8870967741935484,0.5526315789473684,0.7483022071307301,0.7141341256366723,0.6559847198641766,0.5336021505376345,0.7275985663082438,0.6767473118279569,0.5873655913978495,0.6971833144689681,0.117589949919302,130,0.7855310883609126,0.7666951044148262,0.6682065975575731,0.7831568046702294,0.8096924430708476,0.6561581138797674,0.669184161119645,0.8062302654036525,0.8116306110257723,0.8010699351425158,0.7557555124645742,0.06121148609192837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9288389513108614,0.9288389513108614,0.9288389513108614,0.9288389513108614,0.9288389513108614,0.9288389513108614,0.9323308270676691,0.9323308270676691,0.9323308270676691,0.9323308270676691,0.9302357016135845,0.0017106627698747713,93,0.9303876615256357,0.9303876615256357,0.9303876615256357,0.9303876615256357,0.9303876615256357,0.9303876615256357,0.9299999999999999,0.9299999999999999,0.9299999999999999,0.9299999999999999,0.9302325969153813,0.00018991458614328502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0057348966598510746,0.00026393536407528774,0.0026967763900756837,0.00010547334253188591,0.05,1,8,"{'learning_rate': 0.05, 'max_depth': 1, 'n_estimators': 8}",0.8671328671328671,0.8671328671328671,0.8671328671328671,0.8671328671328671,0.8671328671328671,0.8671328671328671,0.8732394366197183,0.8732394366197183,0.8732394366197183,0.8732394366197183,0.8695754949276076,0.0029915958643269387,96,0.8698363211223694,0.8698363211223694,0.8698363211223694,0.8698363211223694,0.8698363211223694,0.8698363211223694,0.8691588785046729,0.8691588785046729,0.8691588785046729,0.8691588785046729,0.8695653440752908,0.0003318777486743687,0.8883701188455009,0.9134125636672326,0.9066213921901528,0.7483022071307301,0.736842105263158,0.7875636672325977,0.810483870967742,0.7302867383512546,0.6673387096774193,0.6061827956989247,0.7795404169024713,0.09736738890964397,74,0.786145451033417,0.7860515528083618,0.7897028523597964,0.7831568046702294,0.8095958620393623,0.8007747944970275,0.7966829877112135,0.8066516257040451,0.8175883256528418,0.8211912229049326,0.7997541479381228,0.012969088053914021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9288389513108614,0.9288389513108614,0.9288389513108614,0.9288389513108614,0.9288389513108614,0.9288389513108614,0.9323308270676691,0.9323308270676691,0.9323308270676691,0.9323308270676691,0.9302357016135845,0.0017106627698747713,93,0.9303876615256357,0.9303876615256357,0.9303876615256357,0.9303876615256357,0.9303876615256357,0.9303876615256357,0.9299999999999999,0.9299999999999999,0.9299999999999999,0.9299999999999999,0.9302325969153813,0.00018991458614328502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.01058511734008789,0.00027086979778710485,0.0027209997177124025,0.00017914325429575136,0.05,1,16,"{'learning_rate': 0.05, 'max_depth': 1, 'n_estimators': 16}",0.8671328671328671,0.8811188811188811,0.8741258741258742,0.8811188811188811,0.8741258741258742,0.8951048951048951,0.8732394366197183,0.8732394366197183,0.8661971830985915,0.8802816901408451,0.8765685019206148,0.00793404821850407,91,0.8698363211223694,0.8854247856586126,0.8862042088854248,0.8854247856586126,0.8862042088854248,0.8901013250194856,0.8691588785046729,0.8691588785046729,0.8909657320872274,0.8917445482866043,0.8824223672613108,0.008807616271614256,0.8883701188455009,0.9146859083191851,0.9066213921901528,0.8261884550084889,0.736842105263158,0.7875636672325977,0.8095878136200717,0.7302867383512546,0.6673387096774193,0.6079749103942653,0.7875459818902094,0.09748495591496481,53,0.79190543643895,0.7854425557487176,0.7898852831970467,0.8024891078058938,0.8096602493936859,0.8007747944970275,0.8021153353814645,0.8066516257040451,0.8179776839051032,0.8213512331455881,0.8028253305217522,0.011080754211910054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9919354838709677,1.0,0.9991935483870968,0.0024193548387096754,41,1.0,0.9991039426523297,0.9991039426523297,0.9991039426523297,0.9991039426523297,0.9991039426523297,1.0,1.0,1.0,0.9991039426523297,0.9994623655913978,0.00043897665641277363,0.9288389513108614,0.9358490566037737,0.9323308270676691,0.9358490566037737,0.9323308270676691,0.9429657794676806,0.9323308270676691,0.9323308270676691,0.928301886792453,0.9358490566037737,0.9336977095652991,0.003999723842662517,87,0.9303876615256357,0.9381573411863693,0.9385521885521885,0.9381573411863693,0.9385521885521885,0.9405314213412062,0.9299999999999999,0.9299999999999999,0.9409780775716694,0.9413254537779654,0.9366641673693591,0.0044169925133354365,0.0,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.21052631578947367,0.0,0.0,0.0,0.05555555555555555,0.058187134502923975,0.06422706143152798,94,0.0,0.12574850299401197,0.1317365269461078,0.12574850299401197,0.1317365269461078,0.16167664670658682,0.0,0.0,0.16666666666666666,0.17857142857142858,0.10218848018249216,0.06907562031870898
5,0.020444965362548827,0.0003374693703973354,0.0027069330215454103,7.16304844125037e-05,0.05,1,32,"{'learning_rate': 0.05, 'max_depth': 1, 'n_estimators': 32}",0.9440559440559441,0.8881118881118881,0.8741258741258742,0.8951048951048951,0.8951048951048951,0.8951048951048951,0.8732394366197183,0.8802816901408451,0.8661971830985915,0.8943661971830986,0.8905692898650646,0.02052690108313219,75,0.8838659392049883,0.8908807482462977,0.9017926734216679,0.8901013250194856,0.8877630553390491,0.8955572876071707,0.8979750778816199,0.897196261682243,0.8979750778816199,0.8964174454828661,0.8939524891767008,0.005266108769349748,0.8877334465195246,0.9136247877758914,0.9083191850594228,0.8261884550084889,0.736842105263158,0.7937181663837012,0.810483870967742,0.7334229390681004,0.66084229390681,0.5889336917562724,0.7860108941709112,0.10176164875763913,61,0.8015581739746314,0.79992971047153,0.8042785396948039,0.80741742321808,0.818078895971498,0.8123108621466745,0.8130600358422939,0.8117372845195426,0.8311545272230756,0.8331599889059566,0.8132685441968086,0.01082652246114327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9919354838709677,1.0,0.9991935483870968,0.0024193548387096754,41,0.9991039426523297,0.9991039426523297,0.9982078853046595,0.9991039426523297,0.9991039426523297,0.9991039426523297,0.9991039426523297,0.9991039426523297,1.0,0.9991039426523297,0.9991039426523297,0.0004007290282257601,0.96875,0.9393939393939393,0.9323308270676691,0.9429657794676806,0.9429657794676806,0.9429657794676806,0.9323308270676691,0.9358490566037737,0.928301886792453,0.9429657794676806,0.9408819654796226,0.010611518177983182,70,0.937368642286675,0.940928270042194,0.9464740866610025,0.9405314213412062,0.9393428812131425,0.94331641285956,0.9445150360016942,0.9441151566469094,0.9445619974608549,0.9437156157426999,0.9424869520255938,0.0026739617893166458,0.5789473684210527,0.15789473684210525,0.05263157894736842,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.0,0.05555555555555555,0.0,0.16666666666666666,0.16432748538011696,0.16021043922404027,89,0.11377245508982035,0.16766467065868262,0.25748502994011974,0.16167664670658682,0.1437125748502994,0.20359281437125748,0.2261904761904762,0.22023809523809523,0.22023809523809523,0.21428571428571427,0.1928856572569147,0.04199785541145486
6,0.04027988910675049,0.0006271955934684343,0.002778172492980957,8.793976452831129e-05,0.05,1,64,"{'learning_rate': 0.05, 'max_depth': 1, 'n_estimators': 64}",0.965034965034965,0.916083916083916,0.8951048951048951,0.916083916083916,0.8951048951048951,0.8811188811188811,0.8873239436619719,0.9084507042253521,0.8802816901408451,0.8873239436619719,0.9031911750221611,0.024147685434248653,30,0.9010132501948558,0.9064692127825409,0.9095869056897895,0.9056897895557288,0.9088074824629774,0.9088074824629774,0.9127725856697819,0.9080996884735203,0.911993769470405,0.9096573208722741,0.9082897487634851,0.003177455830222047,0.9265704584040747,0.9535229202037352,0.9741086587436333,0.9291171477079796,0.742572156196944,0.8240662139219016,0.807347670250896,0.7423835125448028,0.6113351254480287,0.5304659498207885,0.8041489813242784,0.14209015351771337,24,0.8365473354366536,0.8328960358852189,0.8344252355504045,0.84005108063443,0.8620957010709763,0.8508332796772047,0.851051800648575,0.8499637310121182,0.8551613969960745,0.8748266555726233,0.8487852252484279,0.012615181587521847,1.0,1.0,1.0,1.0,1.0,0.9758064516129032,1.0,1.0,0.9919354838709677,0.9919354838709677,0.9959677419354838,0.007435116497816838,52,0.9982078853046595,0.9982078853046595,0.9982078853046595,0.9982078853046595,0.9982078853046595,0.996415770609319,0.9982078853046595,0.9982078853046595,0.9991039426523297,0.9991039426523297,0.9982078853046594,0.0006940830369547336,0.9802371541501977,0.9538461538461539,0.9429657794676806,0.9538461538461539,0.9429657794676806,0.9343629343629344,0.9393939393939393,0.9501915708812261,0.935361216730038,0.9389312977099237,0.947210197985593,0.012879654664816203,25,0.946072186836518,0.9488926746166951,0.9505119453924915,0.9484887186036611,0.9501066098081022,0.9500213583938487,0.9521367521367522,0.9497016197783462,0.9517712334613743,0.9505541346973573,0.9498257233725147,0.001643384233432295,0.7368421052631579,0.3684210526315789,0.21052631578947367,0.3684210526315789,0.21052631578947367,0.2631578947368421,0.1111111111111111,0.2777777777777778,0.1111111111111111,0.16666666666666666,0.2824561403508772,0.1743886711875386,79,0.25149700598802394,0.2934131736526946,0.31736526946107785,0.2874251497005988,0.31137724550898205,0.32335329341317365,0.34523809523809523,0.30952380952380953,0.3333333333333333,0.31547619047619047,0.3088002566295979,0.02498757852512396
7,0.06426916122436524,0.001925353811553955,0.0029290437698364256,9.777516860565234e-05,0.05,1,100,"{'learning_rate': 0.05, 'max_depth': 1, 'n_estimators': 100}",0.965034965034965,0.916083916083916,0.8951048951048951,0.916083916083916,0.9020979020979021,0.8951048951048951,0.8873239436619719,0.9084507042253521,0.8873239436619719,0.8732394366197183,0.9045848517679504,0.02387038959240502,24,0.9056897895557288,0.9103663289166017,0.911925175370226,0.9080280592361653,0.911925175370226,0.9103663289166017,0.9127725856697819,0.9112149532710281,0.9174454828660437,0.9182242990654206,0.9117958178237823,0.0036074297640210497,0.9265704584040747,0.9393039049235993,0.9715619694397284,0.9312393887945671,0.7493633276740237,0.8421052631578948,0.7827060931899642,0.7829301075268817,0.616263440860215,0.5365143369175627,0.8078558290888512,0.13768696703617941,15,0.8433992230592577,0.8432731311570408,0.8404239907282209,0.8408290944991738,0.8629085914193119,0.8512222866095764,0.8591029825908859,0.8526679040791945,0.8646900068271036,0.8759573946065882,0.8534474605576354,0.011373069047185536,1.0,1.0,1.0,1.0,1.0,0.9758064516129032,1.0,1.0,0.9838709677419355,0.9758064516129032,0.9935483870967742,0.010072577416771599,60,0.9982078853046595,0.9982078853046595,0.9982078853046595,0.9982078853046595,0.9982078853046595,0.996415770609319,0.9982078853046595,0.9982078853046595,0.9982078853046595,0.9991039426523297,0.9981182795698924,0.0006272401433691836,0.9802371541501977,0.9538461538461539,0.9429657794676806,0.9538461538461539,0.9465648854961832,0.9416342412451362,0.9393939393939393,0.9501915708812261,0.9384615384615386,0.9307692307692308,0.947791064755744,0.012813381018864863,18,0.9484887186036611,0.950917626973965,0.9517300299017515,0.9497016197783462,0.9517300299017515,0.9508336896109447,0.9521367521367522,0.9513236549957302,0.9545844044558698,0.9550321199143469,0.9516478646273118,0.0018814429504449928,0.7368421052631579,0.3684210526315789,0.21052631578947367,0.3684210526315789,0.2631578947368421,0.3684210526315789,0.1111111111111111,0.2777777777777778,0.2222222222222222,0.16666666666666666,0.3093567251461988,0.16533685133454046,72,0.2874251497005988,0.32335329341317365,0.33532934131736525,0.30538922155688625,0.33532934131736525,0.33532934131736525,0.34523809523809523,0.3333333333333333,0.38095238095238093,0.38095238095238093,0.3362631879098945,0.027551802695572815
8,0.08001725673675537,0.0009394300874957056,0.002984952926635742,0.00016639610978490482,0.05,1,128,"{'learning_rate': 0.05, 'max_depth': 1, 'n_estimators': 128}",0.958041958041958,0.916083916083916,0.8951048951048951,0.916083916083916,0.9020979020979021,0.8951048951048951,0.8873239436619719,0.9084507042253521,0.8873239436619719,0.8661971830985915,0.903181325716537,0.023179258425176433,32,0.9080280592361653,0.911925175370226,0.911925175370226,0.9095869056897895,0.911925175370226,0.911925175370226,0.9135514018691588,0.9135514018691588,0.9182242990654206,0.9197819314641744,0.913042470067477,0.003389223299733586,0.9267826825127334,0.9401528013582342,0.9721986417657046,0.9325127334465195,0.7506366723259762,0.8480475382003396,0.7710573476702509,0.7907706093189965,0.6019265232974911,0.5383064516129032,0.8072392001509151,0.1399247551863842,18,0.8501464812310863,0.8479304831197819,0.8459881312643531,0.8445957547271049,0.8661494215869335,0.8623103255853883,0.8620338368322239,0.8598896996074415,0.8749919994879672,0.8805816905615292,0.8594617824003811,0.01170110768054513,0.9919354838709677,1.0,1.0,1.0,1.0,0.9758064516129032,1.0,1.0,0.9838709677419355,0.9596774193548387,0.9911290322580644,0.013226789892626378,64,0.9982078853046595,0.9982078853046595,0.9982078853046595,0.9982078853046595,0.9982078853046595,0.9955197132616488,0.9982078853046595,0.9973118279569892,0.9982078853046595,0.9982078853046595,0.9978494623655912,0.000821250124544059,0.9761904761904763,0.9538461538461539,0.9429657794676806,0.9538461538461539,0.9465648854961832,0.9416342412451362,0.9393939393939393,0.9501915708812261,0.9384615384615386,0.9260700389105059,0.9469164777738994,0.01253002909736984,28,0.9497016197783462,0.9517300299017515,0.9517300299017515,0.9505119453924915,0.9517300299017515,0.9516059957173448,0.9525438221462162,0.9525032092426187,0.9549935705100728,0.9558129558129558,0.9522863208305299,0.0017635195324623135,0.7368421052631579,0.3684210526315789,0.21052631578947367,0.3684210526315789,0.2631578947368421,0.3684210526315789,0.1111111111111111,0.2777777777777778,0.2222222222222222,0.2222222222222222,0.31491228070175437,0.1613338374079681,69,0.30538922155688625,0.33532934131736525,0.33532934131736525,0.31736526946107785,0.33532934131736525,0.3532934131736527,0.35119047619047616,0.35714285714285715,0.3869047619047619,0.39880952380952384,0.34760835471913315,0.027296973230591333
9,0.001600027084350586,9.946027597744085e-05,0.00269773006439209,0.00018528030571233602,0.05,2,1,"{'learning_rate': 0.05, 'max_depth': 2, 'n_estimators': 1}",0.8671328671328671,0.8671328671328671,0.8671328671328671,0.8671328671328671,0.8671328671328671,0.8671328671328671,0.8732394366197183,0.8732394366197183,0.8732394366197183,0.8732394366197183,0.8695754949276076,0.0029915958643269387,96,0.8698363211223694,0.8698363211223694,0.8698363211223694,0.8698363211223694,0.8698363211223694,0.8698363211223694,0.8691588785046729,0.8691588785046729,0.8691588785046729,0.8691588785046729,0.8695653440752908,0.0003318777486743687,0.883276740237691,0.8870967741935484,0.9057724957555179,0.7483022071307301,0.6922750424448217,0.7487266553480476,0.7553763440860215,0.7289426523297492,0.664426523297491,0.5869175627240143,0.7601112997547633,0.09875656659215241,103,0.7889141072693323,0.766866804026356,0.7724416757882085,0.7833070418303179,0.7896599274569142,0.7829287661236667,0.7967523254821642,0.8065636200716846,0.7963389656938045,0.8012139443591055,0.7884987178101553,0.0118443079846418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9288389513108614,0.9288389513108614,0.9288389513108614,0.9288389513108614,0.9288389513108614,0.9288389513108614,0.9323308270676691,0.9323308270676691,0.9323308270676691,0.9323308270676691,0.9302357016135845,0.0017106627698747713,93,0.9303876615256357,0.9303876615256357,0.9303876615256357,0.9303876615256357,0.9303876615256357,0.9303876615256357,0.9299999999999999,0.9299999999999999,0.9299999999999999,0.9299999999999999,0.9302325969153813,0.00018991458614328502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
