,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_ROC_AUC,split1_test_ROC_AUC,split2_test_ROC_AUC,split3_test_ROC_AUC,split4_test_ROC_AUC,split5_test_ROC_AUC,split6_test_ROC_AUC,split7_test_ROC_AUC,split8_test_ROC_AUC,split9_test_ROC_AUC,mean_test_ROC_AUC,std_test_ROC_AUC,rank_test_ROC_AUC,split0_train_ROC_AUC,split1_train_ROC_AUC,split2_train_ROC_AUC,split3_train_ROC_AUC,split4_train_ROC_AUC,split5_train_ROC_AUC,split6_train_ROC_AUC,split7_train_ROC_AUC,split8_train_ROC_AUC,split9_train_ROC_AUC,mean_train_ROC_AUC,std_train_ROC_AUC,split0_test_Recall,split1_test_Recall,split2_test_Recall,split3_test_Recall,split4_test_Recall,split5_test_Recall,split6_test_Recall,split7_test_Recall,split8_test_Recall,split9_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,split0_train_Recall,split1_train_Recall,split2_train_Recall,split3_train_Recall,split4_train_Recall,split5_train_Recall,split6_train_Recall,split7_train_Recall,split8_train_Recall,split9_train_Recall,mean_train_Recall,std_train_Recall,split0_test_F1,split1_test_F1,split2_test_F1,split3_test_F1,split4_test_F1,split5_test_F1,split6_test_F1,split7_test_F1,split8_test_F1,split9_test_F1,mean_test_F1,std_test_F1,rank_test_F1,split0_train_F1,split1_train_F1,split2_train_F1,split3_train_F1,split4_train_F1,split5_train_F1,split6_train_F1,split7_train_F1,split8_train_F1,split9_train_F1,mean_train_F1,std_train_F1,split0_test_Specificity,split1_test_Specificity,split2_test_Specificity,split3_test_Specificity,split4_test_Specificity,split5_test_Specificity,split6_test_Specificity,split7_test_Specificity,split8_test_Specificity,split9_test_Specificity,mean_test_Specificity,std_test_Specificity,rank_test_Specificity,split0_train_Specificity,split1_train_Specificity,split2_train_Specificity,split3_train_Specificity,split4_train_Specificity,split5_train_Specificity,split6_train_Specificity,split7_train_Specificity,split8_train_Specificity,split9_train_Specificity,mean_train_Specificity,std_train_Specificity
0,0.004678106307983399,0.006595423843575941,0.003710818290710449,0.0012751419439709043,1,1,"{'max_depth': 1, 'n_estimators': 1}",0.7754668930390491,0.7429966044142615,0.8544142614601019,0.6702037351443124,0.5691850594227504,0.684634974533107,0.6272401433691757,0.5528673835125447,0.628584229390681,0.49731182795698925,0.6602905112242973,0.10343135410722248,66,0.647575816109716,0.6513236966926363,0.6385937801815723,0.6595518640139076,0.670916232052025,0.6577382868671259,0.6645545314900154,0.6722670250896058,0.6640745007680491,0.6782194060419868,0.660481513930664,0.011531689137879388,0.9193548387096774,0.9596774193548387,0.9193548387096774,0.9193548387096774,0.8225806451612904,0.7903225806451613,0.532258064516129,0.6612903225806451,0.7016129032258065,0.6612903225806451,0.7887096774193547,0.13689738821885772,50,0.7741935483870968,0.7697132616487455,0.7741935483870968,0.7741935483870968,0.7849462365591398,0.7885304659498208,0.8172043010752689,0.8028673835125448,0.7983870967741935,0.8028673835125448,0.7887096774193549,0.015210820913206429,0.9306122448979591,0.9444444444444444,0.9421487603305785,0.9156626506024096,0.8535564853556485,0.8521739130434782,0.6769230769230768,0.7592592592592593,0.7945205479452054,0.7522935779816514,0.8421594960783712,0.08856507332630677,62,0.8388349514563107,0.8368241597661957,0.8376151236063984,0.8404669260700389,0.8480154888673765,0.8481927710843373,0.8644549763033177,0.8578267113451412,0.8542665388302972,0.8586487781504551,0.8485146425479868,0.009438621177751728,0.631578947368421,0.5263157894736842,0.7894736842105263,0.42105263157894735,0.3157894736842105,0.5789473684210527,0.7222222222222222,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.5318713450292397,0.14878674436151373,25,0.5209580838323353,0.5329341317365269,0.5029940119760479,0.5449101796407185,0.5568862275449101,0.5269461077844312,0.5119047619047619,0.5416666666666666,0.5297619047619048,0.5535714285714286,0.5322533504419733,0.01656091639158635
1,0.0032052993774414062,0.00020026016770348005,0.0031401872634887694,0.0001882716945839343,1,2,"{'max_depth': 1, 'n_estimators': 2}",0.8803056027164686,0.8957979626485568,0.8522920203735145,0.6702037351443124,0.5908319185059423,0.7026740237691003,0.6456093189964157,0.4973118279569892,0.671594982078853,0.5439068100358423,0.6950528202225994,0.1325973130279199,57,0.74625748502994,0.7485325048827078,0.6501513102826606,0.6611937415491598,0.6702723585087889,0.6677719829158887,0.7733934971838198,0.7095014080901177,0.7723800989930023,0.786308990442055,0.718576337787814,0.05012240392941874,0.9032258064516129,0.9354838709677419,0.9193548387096774,0.9193548387096774,0.8225806451612904,0.7903225806451613,0.46774193548387094,0.6612903225806451,0.6048387096774194,0.5483870967741935,0.757258064516129,0.16458134381055792,71,0.7096774193548387,0.7060931899641577,0.8064516129032258,0.7741935483870968,0.7849462365591398,0.7813620071684588,0.8001792114695341,0.8028673835125448,0.742831541218638,0.7491039426523297,0.7657706093189963,0.0352258823082379,0.9333333333333333,0.9547325102880658,0.9382716049382716,0.9156626506024096,0.8571428571428571,0.8558951965065502,0.627027027027027,0.7592592592592593,0.7352941176470588,0.6766169154228856,0.8253235472167718,0.11188532780441231,71,0.810230179028133,0.8073770491803278,0.8542952064546749,0.8408759124087591,0.8480154888673765,0.8453708191953466,0.866149369544132,0.8578267113451412,0.8327473631341036,0.8385155466399197,0.8401403645797915,0.01817938821218767,0.7894736842105263,0.8421052631578947,0.7368421052631579,0.42105263157894735,0.3684210526315789,0.631578947368421,0.8333333333333334,0.4444444444444444,0.7222222222222222,0.5,0.6289473684210527,0.17178182156574048,21,0.718562874251497,0.7125748502994012,0.4550898203592814,0.5508982035928144,0.5568862275449101,0.5508982035928144,0.6845238095238095,0.5416666666666666,0.7261904761904762,0.75,0.6247291132021671,0.09862341530694782
2,0.005166053771972656,0.0002798483508475487,0.003321409225463867,0.00010263868602044442,1,4,"{'max_depth': 1, 'n_estimators': 4}",0.882427843803056,0.9278438030560272,0.8722410865874363,0.905560271646859,0.6960950764006791,0.7703735144312394,0.5929659498207884,0.6254480286738351,0.6227598566308243,0.5414426523297491,0.7437158083380495,0.1382361933516493,20,0.7625555340931041,0.7509550790891336,0.7733726096194706,0.757705020067392,0.7809408065589253,0.7507002124782693,0.7876664106502815,0.8077770310633214,0.7837194913807817,0.8017393113159242,0.7757131506316604,0.019186627440100204,0.9032258064516129,0.9758064516129032,0.8709677419354839,0.9193548387096774,0.8225806451612904,0.7903225806451613,0.8306451612903226,0.6290322580645161,0.8064516129032258,0.6209677419354839,0.8169354838709676,0.10992914660668142,44,0.7096774193548387,0.8906810035842294,0.7267025089605734,0.7598566308243727,0.7706093189964157,0.7885304659498208,0.9256272401433692,0.793010752688172,0.9094982078853047,0.7661290322580645,0.8040322580645161,0.07291512160517775,0.9333333333333333,0.9603174603174603,0.9152542372881356,0.9306122448979591,0.8607594936708861,0.8521739130434782,0.8512396694214875,0.7393364928909952,0.8403361344537815,0.7298578199052134,0.861322079922273,0.07448819771773087,45,0.810230179028133,0.9024058102587381,0.8212658227848102,0.8400198117880138,0.8485446472619634,0.8514755684567006,0.9235583370585605,0.8625730994152047,0.9156517816869644,0.8461157842652153,0.8621840842004305,0.0369691713892713,0.7894736842105263,0.631578947368421,0.7894736842105263,0.631578947368421,0.42105263157894735,0.5789473684210527,0.16666666666666666,0.5,0.2222222222222222,0.4444444444444444,0.5175438596491229,0.20073903332951717,26,0.718562874251497,0.4431137724550898,0.7125748502994012,0.6706586826347305,0.6946107784431138,0.5748502994011976,0.47619047619047616,0.6964285714285714,0.4880952380952381,0.7023809523809523,0.6177466495580268,0.1050724815302339
3,0.009589576721191406,0.0007298520245781569,0.004026484489440918,0.00019001227984544842,1,8,"{'max_depth': 1, 'n_estimators': 8}",0.8675721561969439,0.918081494057725,0.8983446519524617,0.9151103565365025,0.6676570458404075,0.8028438030560271,0.6682347670250897,0.5972222222222222,0.6991487455197132,0.5154569892473119,0.7549672231654405,0.1372192185514462,14,0.7521060030476682,0.7682404009185929,0.7630625845084025,0.7454982508102075,0.7764149121112615,0.7670599660893266,0.7978563961426864,0.7871330431814303,0.797093680662229,0.7928294077487626,0.7747294645220568,0.01767099509863048,0.9193548387096774,0.9354838709677419,0.9193548387096774,0.9193548387096774,0.8225806451612904,0.7903225806451613,0.46774193548387094,0.6290322580645161,0.6370967741935484,0.6370967741935484,0.7677419354838708,0.1562019957476418,69,0.7338709677419355,0.71415770609319,0.7562724014336918,0.760752688172043,0.7661290322580645,0.7885304659498208,0.8001792114695341,0.7912186379928315,0.7580645161290323,0.7956989247311828,0.7664874551971326,0.026639289141307587,0.9421487603305785,0.9586776859504132,0.9421487603305785,0.9268292682926829,0.8680851063829788,0.8558951965065502,0.627027027027027,0.7393364928909952,0.7596153846153847,0.7417840375586854,0.8361547719885876,0.10723092682901735,68,0.8227021597187344,0.8128505864354921,0.8373015873015874,0.841844323252355,0.8456973293768546,0.8523002421307506,0.866149369544132,0.8618838457784285,0.8401191658391262,0.8654970760233918,0.8446345685400853,0.01681891636660468,0.7894736842105263,0.8947368421052632,0.7894736842105263,0.5789473684210527,0.5263157894736842,0.631578947368421,0.8333333333333334,0.5,0.7222222222222222,0.4444444444444444,0.6710526315789473,0.14786333168694332,8,0.6646706586826348,0.7125748502994012,0.6646706586826348,0.688622754491018,0.6946107784431138,0.5868263473053892,0.6845238095238095,0.7023809523809523,0.6904761904761905,0.7142857142857143,0.6803642714570859,0.03507928205761315
4,0.017565345764160155,0.00036878931079922334,0.005173110961914062,0.0001667321383520415,1,16,"{'max_depth': 1, 'n_estimators': 16}",0.9151103565365025,0.8985568760611206,0.9008913412563667,0.9153225806451613,0.6769949066213923,0.7911714770797962,0.7246863799283155,0.5985663082437276,0.675179211469534,0.5327060931899642,0.7629185531031881,0.13460089395411917,11,0.7498363488077607,0.7782580001287747,0.771416843731891,0.7561489923379048,0.7820192947438456,0.7754410533771168,0.7961122845195425,0.7867730201399556,0.8093557987711213,0.8057342336576208,0.7811095870215534,0.018432212250562536,0.9193548387096774,0.9354838709677419,0.9193548387096774,0.9193548387096774,0.8225806451612904,0.782258064516129,0.46774193548387094,0.6532258064516129,0.6370967741935484,0.6370967741935484,0.7693548387096774,0.15412300991488495,67,0.7589605734767025,0.7401433691756273,0.757168458781362,0.7688172043010753,0.7732974910394266,0.7724014336917563,0.8001792114695341,0.793010752688172,0.7795698924731183,0.7921146953405018,0.7735663082437275,0.017577575828437508,0.9421487603305785,0.9508196721311476,0.9421487603305785,0.9193548387096774,0.864406779661017,0.8584070796460177,0.627027027027027,0.7605633802816902,0.7596153846153847,0.7452830188679246,0.8369774701601044,0.10362950347982572,67,0.8369565217391305,0.8293172690763053,0.8366336633663366,0.8457368161655989,0.8506653523903402,0.8480078701426463,0.866149369544132,0.8629936616284739,0.8546168958742633,0.8641251221896383,0.8495202542116864,0.012030474943019105,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.47368421052631576,0.47368421052631576,0.7368421052631579,0.8333333333333334,0.5555555555555556,0.7222222222222222,0.5,0.666374269005848,0.13987156214515356,10,0.6347305389221557,0.7005988023952096,0.6467065868263473,0.6706586826347305,0.7005988023952096,0.6706586826347305,0.6845238095238095,0.7023809523809523,0.7023809523809523,0.7261904761904762,0.6839428286284575,0.026797942521460307
5,0.03471319675445557,0.0008316639895114643,0.007364964485168457,0.00019838046073074572,1,32,"{'max_depth': 1, 'n_estimators': 32}",0.9112903225806451,0.8979202037351444,0.8800933786078099,0.8972835314091681,0.6990662139219015,0.7954159592529711,0.7300627240143368,0.5893817204301075,0.6144713261648747,0.47827060931899634,0.7493255989435956,0.1447634630221078,17,0.7646373918829008,0.7780111819372008,0.7804686326272186,0.7622738394179384,0.7818690575837571,0.7755778765050543,0.7940588197644649,0.7848262288786482,0.7965709805427548,0.8034967571257894,0.7821790766265726,0.012560271509459906,0.9193548387096774,0.9596774193548387,0.9193548387096774,0.9193548387096774,0.8225806451612904,0.782258064516129,0.49193548387096775,0.6532258064516129,0.6935483870967742,0.6370967741935484,0.7798387096774193,0.14809095624493773,54,0.7741935483870968,0.767921146953405,0.7517921146953405,0.7724014336917563,0.7741935483870968,0.7795698924731183,0.8145161290322581,0.7974910394265233,0.7876344086021505,0.8010752688172043,0.7820788530465949,0.017388130783651878,0.9382716049382716,0.9520000000000001,0.9421487603305785,0.923076923076923,0.8680851063829788,0.8508771929824562,0.648936170212766,0.7570093457943925,0.8,0.7417840375586854,0.8422189141277052,0.09748564738848473,61,0.8412852969814996,0.8418467583497052,0.8348258706467662,0.8446839784419402,0.8487229862475442,0.848780487804878,0.8719424460431655,0.861568247821878,0.8575609756097561,0.8654404646660212,0.8516657512613154,0.011345386655883772,0.7368421052631579,0.631578947368421,0.7894736842105263,0.5263157894736842,0.5263157894736842,0.631578947368421,0.8333333333333334,0.5,0.7222222222222222,0.4444444444444444,0.6342105263157894,0.12623623496535308,20,0.5568862275449101,0.6227544910179641,0.6706586826347305,0.6227544910179641,0.6646706586826348,0.6167664670658682,0.6428571428571429,0.6428571428571429,0.6726190476190477,0.6666666666666666,0.6379491017964072,0.033675637603512484
6,0.06755883693695068,0.0026431573760755424,0.011550188064575195,0.0001580820180820323,1,64,"{'max_depth': 1, 'n_estimators': 64}",0.9078947368421053,0.9061969439728352,0.8921901528013583,0.9083191850594228,0.6339134125636673,0.7911714770797963,0.7376792114695341,0.6120071684587813,0.6200716845878137,0.46281362007168464,0.7472257592906998,0.15108165563092465,18,0.7675804305367759,0.7836021505376344,0.7898208958427231,0.7749742450582706,0.8015903676517931,0.7846457622389629,0.7882744495647721,0.7899598907663423,0.7970376770779998,0.8094544717528589,0.7886940341028132,0.011603053393305187,0.9032258064516129,0.9596774193548387,0.9193548387096774,0.9193548387096774,0.8225806451612904,0.7903225806451613,0.49193548387096775,0.6612903225806451,0.7016129032258065,0.6532258064516129,0.7822580645161289,0.14403686370557864,53,0.7661290322580645,0.7670250896057348,0.7482078853046595,0.7724014336917563,0.7831541218637993,0.7813620071684588,0.8145161290322581,0.8010752688172043,0.7921146953405018,0.8028673835125448,0.7828853046594982,0.019138954313255446,0.9333333333333333,0.9520000000000001,0.946058091286307,0.923076923076923,0.864406779661017,0.8634361233480176,0.648936170212766,0.7627906976744186,0.8018433179723502,0.7534883720930232,0.8449369808658156,0.09576704418623765,52,0.8440276406712733,0.84251968503937,0.8350000000000001,0.8463426607756506,0.8518518518518517,0.8536465981399903,0.8723608445297505,0.8616867469879517,0.859504132231405,0.8631984585741811,0.8530138618801424,0.010756435183015431,0.7894736842105263,0.631578947368421,0.8421052631578947,0.5263157894736842,0.47368421052631576,0.7368421052631579,0.8333333333333334,0.5,0.6666666666666666,0.4444444444444444,0.6444444444444446,0.1445533126674703,17,0.6706586826347305,0.6407185628742516,0.7065868263473054,0.6467065868263473,0.6287425149700598,0.6706586826347305,0.6488095238095238,0.6130952380952381,0.6607142857142857,0.6190476190476191,0.6505738522954092,0.026528164265439323
7,0.10742714405059814,0.003481350803139624,0.017313098907470702,0.0008995094258285935,1,100,"{'max_depth': 1, 'n_estimators': 100}",0.9384550084889643,0.9074702886247878,0.8900679117147707,0.9004668930390493,0.6339134125636673,0.8000848896434636,0.7634408602150539,0.601478494623656,0.6030465949820788,0.46236559139784944,0.750078994529334,0.1565644173846062,16,0.7737455197132617,0.7896760242954949,0.8010564891721932,0.7761090721782242,0.8019042560041207,0.7935231687163308,0.7964109703020993,0.7936881293736131,0.8070329834442738,0.8163562467997952,0.7949502859999408,0.012361491581085597,0.9032258064516129,0.9596774193548387,0.9193548387096774,0.9193548387096774,0.8225806451612904,0.7661290322580645,0.4838709677419355,0.6612903225806451,0.7016129032258065,0.6451612903225806,0.7782258064516129,0.1464215010964943,56,0.7580645161290323,0.7589605734767025,0.7473118279569892,0.7670250896057348,0.7777777777777778,0.7768817204301075,0.8118279569892473,0.8019713261648745,0.7921146953405018,0.7974910394265233,0.7789426523297491,0.0202796208875426,0.9333333333333333,0.9674796747967479,0.946058091286307,0.923076923076923,0.8607594936708861,0.8482142857142857,0.6417112299465241,0.7627906976744186,0.8018433179723502,0.7476635514018692,0.8432930598873647,0.09938004121737262,58,0.8401191658391262,0.8402777777777778,0.834,0.8450148075024679,0.8522336769759451,0.8525073746312684,0.8728323699421966,0.8651522474625423,0.859504132231405,0.8649173955296404,0.8526558947892369,0.012155278857982064,0.7894736842105263,0.8421052631578947,0.8421052631578947,0.5263157894736842,0.42105263157894735,0.7368421052631579,0.8333333333333334,0.5,0.6666666666666666,0.4444444444444444,0.660233918128655,0.16312959573485372,13,0.688622754491018,0.6826347305389222,0.7005988023952096,0.6766467065868264,0.6826347305389222,0.6946107784431138,0.6785714285714286,0.6547619047619048,0.6607142857142857,0.6904761904761905,0.6810272312517822,0.01359192833307422
8,0.1342710494995117,0.003302440914979627,0.020269036293029785,0.00023803301271442287,1,128,"{'max_depth': 1, 'n_estimators': 128}",0.9405772495755518,0.9074702886247877,0.8900679117147707,0.9004668930390493,0.6339134125636673,0.7903225806451613,0.8310931899641578,0.6182795698924731,0.5992383512544803,0.47558243727598565,0.7587011884550084,0.15481641895020418,13,0.7787006631897495,0.7930080698817419,0.807202798703668,0.783561908441182,0.8033019981542291,0.8018184061983561,0.8008432539682541,0.7972110215053764,0.8156121991807476,0.8207191926949992,0.8001979511918303,0.01232871904236735,0.9032258064516129,0.9596774193548387,0.9193548387096774,0.9193548387096774,0.8225806451612904,0.7338709677419355,0.4838709677419355,0.6532258064516129,0.7016129032258065,0.6451612903225806,0.7741935483870968,0.14764893537220397,63,0.7625448028673835,0.7589605734767025,0.7473118279569892,0.7634408602150538,0.7777777777777778,0.7706093189964157,0.8118279569892473,0.7939068100358423,0.7867383512544803,0.7939068100358423,0.7767025089605736,0.018760796149278336,0.9333333333333333,0.9674796747967479,0.946058091286307,0.9306122448979591,0.864406779661017,0.8272727272727274,0.6417112299465241,0.7605633802816902,0.8018433179723502,0.7476635514018692,0.8420944330850526,0.10037203251893541,63,0.842991579990094,0.8402777777777778,0.8335832083958021,0.844400396432111,0.8522336769759451,0.8485446472619634,0.8728323699421966,0.8631271310277644,0.8578407425500734,0.8643902439024389,0.8520221774256166,0.011717152218822495,0.7894736842105263,0.8421052631578947,0.8421052631578947,0.631578947368421,0.47368421052631576,0.7368421052631579,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.4444444444444444,0.6815789473684212,0.14398588337875126,6,0.688622754491018,0.6826347305389222,0.6946107784431138,0.7005988023952096,0.6826347305389222,0.6946107784431138,0.6785714285714286,0.6964285714285714,0.6845238095238095,0.7142857142857143,0.6917522098659823,0.01013047542537298
9,0.002028155326843262,6.240512829893876e-05,0.00284883975982666,0.00011244475620197897,2,1,"{'max_depth': 2, 'n_estimators': 1}",0.7920203735144312,0.884125636672326,0.7924448217317488,0.7546689303904923,0.5814940577249575,0.7011884550084889,0.639336917562724,0.5515232974910393,0.5918458781362008,0.513888888888889,0.6802537257121299,0.11666647078228302,61,0.6792007383083295,0.7147506063142531,0.6342744618290301,0.6840190586568797,0.7030723499238083,0.6898139205460048,0.6936977299880526,0.7048317759003243,0.7000661375661376,0.7035170250896058,0.6907243804122426,0.02133937532889634,0.9193548387096774,0.9596774193548387,0.9193548387096774,0.9193548387096774,0.8225806451612904,0.7903225806451613,0.532258064516129,0.6612903225806451,0.7016129032258065,0.6612903225806451,0.7887096774193547,0.13689738821885772,50,0.7741935483870968,0.728494623655914,0.7741935483870968,0.7741935483870968,0.7849462365591398,0.7885304659498208,0.8172043010752689,0.8028673835125448,0.7983870967741935,0.8028673835125448,0.7845878136200717,0.023256788265670278,0.9306122448979591,0.9635627530364373,0.9421487603305785,0.9156626506024096,0.8535564853556485,0.8521739130434782,0.6769230769230768,0.7592592592592593,0.7945205479452054,0.7522935779816514,0.8440713269375703,0.09092728484804495,55,0.8388349514563107,0.8195564516129032,0.8376151236063984,0.8404669260700389,0.8480154888673765,0.8481927710843373,0.8644549763033177,0.8578267113451412,0.8542665388302972,0.8586487781504551,0.8467878717326576,0.012501870889773701,0.631578947368421,0.7894736842105263,0.7894736842105263,0.42105263157894735,0.3157894736842105,0.5789473684210527,0.7222222222222222,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.5581871345029239,0.16756427010997643,24,0.5209580838323353,0.6706586826347305,0.5029940119760479,0.5449101796407185,0.5568862275449101,0.5269461077844312,0.5119047619047619,0.5416666666666666,0.5297619047619048,0.5535714285714286,0.5460258055317937,0.04472293241894637
