,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,split5_test_Accuracy,split6_test_Accuracy,split7_test_Accuracy,split8_test_Accuracy,split9_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_train_Accuracy,split1_train_Accuracy,split2_train_Accuracy,split3_train_Accuracy,split4_train_Accuracy,split5_train_Accuracy,split6_train_Accuracy,split7_train_Accuracy,split8_train_Accuracy,split9_train_Accuracy,mean_train_Accuracy,std_train_Accuracy,split0_test_ROC_AUC,split1_test_ROC_AUC,split2_test_ROC_AUC,split3_test_ROC_AUC,split4_test_ROC_AUC,split5_test_ROC_AUC,split6_test_ROC_AUC,split7_test_ROC_AUC,split8_test_ROC_AUC,split9_test_ROC_AUC,mean_test_ROC_AUC,std_test_ROC_AUC,rank_test_ROC_AUC,split0_train_ROC_AUC,split1_train_ROC_AUC,split2_train_ROC_AUC,split3_train_ROC_AUC,split4_train_ROC_AUC,split5_train_ROC_AUC,split6_train_ROC_AUC,split7_train_ROC_AUC,split8_train_ROC_AUC,split9_train_ROC_AUC,mean_train_ROC_AUC,std_train_ROC_AUC,split0_test_Recall,split1_test_Recall,split2_test_Recall,split3_test_Recall,split4_test_Recall,split5_test_Recall,split6_test_Recall,split7_test_Recall,split8_test_Recall,split9_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,split0_train_Recall,split1_train_Recall,split2_train_Recall,split3_train_Recall,split4_train_Recall,split5_train_Recall,split6_train_Recall,split7_train_Recall,split8_train_Recall,split9_train_Recall,mean_train_Recall,std_train_Recall,split0_test_F1,split1_test_F1,split2_test_F1,split3_test_F1,split4_test_F1,split5_test_F1,split6_test_F1,split7_test_F1,split8_test_F1,split9_test_F1,mean_test_F1,std_test_F1,rank_test_F1,split0_train_F1,split1_train_F1,split2_train_F1,split3_train_F1,split4_train_F1,split5_train_F1,split6_train_F1,split7_train_F1,split8_train_F1,split9_train_F1,mean_train_F1,std_train_F1,split0_test_Specificity,split1_test_Specificity,split2_test_Specificity,split3_test_Specificity,split4_test_Specificity,split5_test_Specificity,split6_test_Specificity,split7_test_Specificity,split8_test_Specificity,split9_test_Specificity,mean_test_Specificity,std_test_Specificity,rank_test_Specificity,split0_train_Specificity,split1_train_Specificity,split2_train_Specificity,split3_train_Specificity,split4_train_Specificity,split5_train_Specificity,split6_train_Specificity,split7_train_Specificity,split8_train_Specificity,split9_train_Specificity,mean_train_Specificity,std_train_Specificity
0,0.002325439453125,0.00017050763345724824,0.0033712148666381835,0.00029569537737296226,1,1,"{'max_depth': 1, 'n_estimators': 1}",0.7832167832167832,0.8391608391608392,0.8671328671328671,0.7902097902097902,0.6573426573426573,0.6083916083916084,0.6619718309859155,0.6126760563380281,0.6056338028169014,0.5,0.692573623559539,0.11401701682731201,71,0.6874512860483243,0.6812159002338269,0.8534684333593141,0.686671862821512,0.7014809041309431,0.7194076383476228,0.7017133956386293,0.6861370716510904,0.719626168224299,0.719626168224299,0.7156798828679861,0.048089773970539006,0.8304329371816638,0.7512733446519525,0.5222835314091681,0.7230475382003395,0.6018675721561969,0.6850594227504244,0.7589605734767024,0.6120071684587813,0.631720430107527,0.47625448028673834,0.6592906998679495,0.10534704891622908,69,0.6904953533792629,0.6996410404996459,0.6688102290043569,0.7027772412164919,0.7163817526237847,0.7063185457042903,0.6969406041986687,0.7056771633384538,0.7123015873015873,0.7274705581157195,0.7026814075382262,0.015016388105650187,0.7661290322580645,0.8709677419354839,0.9919354838709677,0.8145161290322581,0.6774193548387096,0.5806451612903226,0.6290322580645161,0.6129032258064516,0.5967741935483871,0.5080645161290323,0.7048387096774194,0.14372949792718842,71,0.6863799283154122,0.6747311827956989,0.9184587813620072,0.6810035842293907,0.696236559139785,0.7240143369175627,0.703405017921147,0.6792114695340502,0.7222222222222222,0.7168458781362007,0.7202508960573477,0.06827909951954184,0.8597285067873301,0.9037656903765691,0.928301886792453,0.8706896551724138,0.7741935483870968,0.72,0.7647058823529411,0.7342995169082126,0.7254901960784315,0.6395939086294415,0.792076879148489,0.08892439613403634,71,0.792550439730988,0.7864229765013054,0.9159964253798034,0.7908428720083246,0.8022715539494063,0.8178137651821862,0.8038914490527393,0.7899947889525796,0.8174442190669371,0.8163265306122448,0.8133555020436514,0.036060719699815565,0.8947368421052632,0.631578947368421,0.05263157894736842,0.631578947368421,0.5263157894736842,0.7894736842105263,0.8888888888888888,0.6111111111111112,0.6666666666666666,0.4444444444444444,0.6137426900584796,0.23240905772035075,22,0.6946107784431138,0.7245508982035929,0.41916167664670656,0.7245508982035929,0.7365269461077845,0.688622754491018,0.6904761904761905,0.7321428571428571,0.7023809523809523,0.7380952380952381,0.6851119190191046,0.09051662446501493
1,0.0029731512069702147,0.00011264878220508428,0.0032106637954711914,0.00019552280892099754,1,2,"{'max_depth': 1, 'n_estimators': 2}",0.9370629370629371,0.8741258741258742,0.8671328671328671,0.7902097902097902,0.6503496503496503,0.6013986013986014,0.6338028169014085,0.5633802816901409,0.45774647887323944,0.33098591549295775,0.6706195213237467,0.18548593019228896,72,0.886983632112237,0.6640685892439595,0.8534684333593141,0.686671862821512,0.6890101325019485,0.7077162899454403,0.692367601246106,0.6783489096573209,0.6830218068535826,0.6884735202492211,0.7230130777990642,0.07471049930045374,0.8983446519524618,0.9100169779286927,0.5222835314091681,0.8711799660441427,0.6617147707979627,0.8119694397283531,0.7647849462365591,0.6931003584229392,0.6536738351254482,0.46639784946236557,0.7253466327108093,0.14590155066709845,53,0.7632933058613955,0.7717226836649282,0.6688102290043569,0.7842862661773229,0.8005923636597773,0.7842326100487197,0.7888584869431643,0.7910372930534221,0.7773777521761392,0.7960296125618707,0.7726240603151097,0.03618176295391164,0.9758064516129032,0.8709677419354839,0.9919354838709677,0.8145161290322581,0.6612903225806451,0.5564516129032258,0.5967741935483871,0.532258064516129,0.4112903225806452,0.3064516129032258,0.6717741935483871,0.22244181037080368,72,0.9623655913978495,0.6424731182795699,0.9184587813620072,0.6810035842293907,0.6657706093189965,0.6944444444444444,0.6747311827956989,0.6559139784946236,0.6666666666666666,0.6666666666666666,0.7228494623655914,0.11000727128402911,0.9641434262948209,0.923076923076923,0.928301886792453,0.8706896551724138,0.7663551401869159,0.7076923076923076,0.74,0.6804123711340205,0.5698324022346369,0.4444444444444444,0.7594948557028937,0.15940310270624874,72,0.9367640645442652,0.7689008042895442,0.9159964253798034,0.7908428720083246,0.7883289124668434,0.8051948051948052,0.7922146238821672,0.7799680340969632,0.7852242744063325,0.788135593220339,0.8151570409489388,0.0564777941802644,0.6842105263157895,0.8947368421052632,0.05263157894736842,0.631578947368421,0.5789473684210527,0.8947368421052632,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.5,0.6681286549707602,0.24333828036195065,8,0.38323353293413176,0.8083832335329342,0.41916167664670656,0.7245508982035929,0.844311377245509,0.7964071856287425,0.8095238095238095,0.8273809523809523,0.7916666666666666,0.8333333333333334,0.7237952666096378,0.16444474141354998
2,0.00502927303314209,0.00018307901883071563,0.0034589290618896483,0.0001152628351343038,1,4,"{'max_depth': 1, 'n_estimators': 4}",0.9090909090909091,0.9090909090909091,0.8741258741258742,0.9020979020979021,0.7902097902097902,0.8181818181818182,0.7253521126760564,0.6690140845070423,0.6267605633802817,0.6549295774647887,0.7878853540825372,0.10604999152177066,67,0.7981293842556508,0.8160561184723305,0.8511301636788776,0.798908807482463,0.8293063133281372,0.8254091971940763,0.8060747663551402,0.8309968847352025,0.8185358255451713,0.839563862928349,0.8214111323975398,0.016442291835676238,0.908955857385399,0.9182937181663837,0.8996179966044143,0.8692699490662139,0.6765704584040747,0.825339558573854,0.8006272401433693,0.6922043010752689,0.6460573476702509,0.4760304659498208,0.7712966893039048,0.13729526705656592,24,0.7931985491382826,0.7867651793187819,0.7810051939132487,0.7932602536861761,0.8131076556564291,0.7941080205181036,0.845048749786653,0.8241487455197132,0.8233726958525345,0.8076730244068954,0.8061688067796817,0.019160744561704003,0.9354838709677419,0.9758064516129032,0.9919354838709677,0.9516129032258065,0.8467741935483871,0.8467741935483871,0.7096774193548387,0.6774193548387096,0.6129032258064516,0.6935483870967742,0.8241935483870968,0.1330913951346855,59,0.8261648745519713,0.8494623655913979,0.9032258064516129,0.8243727598566308,0.8637992831541219,0.8637992831541219,0.818100358422939,0.850358422939068,0.8387096774193549,0.8709677419354839,0.8508960573476703,0.024527104587984804,0.946938775510204,0.9490196078431373,0.9318181818181818,0.944,0.875,0.8898305084745762,0.8186046511627908,0.7813953488372093,0.7414634146341462,0.7782805429864253,0.865635103126667,0.07557464236459681,66,0.8768426058012364,0.8893058161350844,0.9134571816946081,0.877025738798856,0.8979972054028879,0.895910780669145,0.88,0.8973995271867612,0.889311163895487,0.9041860465116278,0.8921436066095694,0.011408695293129364,0.7368421052631579,0.47368421052631576,0.10526315789473684,0.5789473684210527,0.42105263157894735,0.631578947368421,0.8333333333333334,0.6111111111111112,0.7222222222222222,0.3888888888888889,0.5502923976608188,0.20056774517070036,27,0.6107784431137725,0.592814371257485,0.5029940119760479,0.6287425149700598,0.5988023952095808,0.5688622754491018,0.7261904761904762,0.7023809523809523,0.6845238095238095,0.6309523809523809,0.6247041631023666,0.06307167140000029
3,0.009267616271972656,0.0002078122257851916,0.004181098937988281,0.000351964853861226,1,8,"{'max_depth': 1, 'n_estimators': 8}",0.916083916083916,0.916083916083916,0.9370629370629371,0.8881118881118881,0.8041958041958042,0.8181818181818182,0.7464788732394366,0.6690140845070423,0.6267605633802817,0.6408450704225352,0.7962818871269576,0.11361111715759552,60,0.8129384255650819,0.8168355416991426,0.7575993764614185,0.8160561184723305,0.8308651597817615,0.8308651597817615,0.809190031152648,0.8348909657320872,0.8216510903426791,0.8419003115264797,0.817279218051539,0.022253751437887916,0.9193548387096774,0.9278438030560272,0.9038624787775892,0.9161714770797963,0.6816638370118846,0.8170628183361629,0.8445340501792116,0.7060931899641577,0.6955645161290323,0.47446236559139787,0.7886613374834937,0.1398445812163785,20,0.8091183224947953,0.8007157727555642,0.7964554761444852,0.8080344686970146,0.8176979374584166,0.7992375464125513,0.834285394265233,0.8200871522444103,0.8238100571769926,0.8136147380098994,0.8123056865659363,0.011364565273644059,0.9516129032258065,0.9758064516129032,0.9596774193548387,0.9596774193548387,0.8467741935483871,0.8467741935483871,0.7258064516129032,0.6774193548387096,0.6129032258064516,0.6693548387096774,0.8225806451612904,0.13295449997452344,60,0.8521505376344086,0.8494623655913979,0.7688172043010753,0.8512544802867383,0.8575268817204301,0.8620071684587813,0.8198924731182796,0.850358422939068,0.8387096774193549,0.8709677419354839,0.8421146953405018,0.027658432486390452,0.9516129032258065,0.952755905511811,0.9635627530364373,0.9370078740157479,0.8823529411764707,0.8898305084745762,0.8333333333333333,0.7813953488372093,0.7414634146341462,0.7649769585253455,0.8698291940770885,0.08002844741187574,63,0.8879551820728292,0.8897231346785547,0.8465712876171683,0.8895131086142322,0.8981698732989207,0.8986454927603924,0.8819277108433735,0.8995260663507109,0.8910042836744407,0.9054494643688868,0.8888485604279509,0.015538286998424097,0.6842105263157895,0.5263157894736842,0.7894736842105263,0.42105263157894735,0.5263157894736842,0.631578947368421,0.8888888888888888,0.6111111111111112,0.7222222222222222,0.4444444444444444,0.624561403508772,0.14267208208114568,19,0.5508982035928144,0.5988023952095808,0.6826347305389222,0.5808383233532934,0.6526946107784432,0.6227544910179641,0.7380952380952381,0.7321428571428571,0.7083333333333334,0.6488095238095238,0.651600370687197,0.06076767704207426
4,0.01773824691772461,0.00041336922486505157,0.005244636535644531,0.00013469950058582998,1,16,"{'max_depth': 1, 'n_estimators': 16}",0.9230769230769231,0.916083916083916,0.9440559440559441,0.8881118881118881,0.8041958041958042,0.8181818181818182,0.7605633802816901,0.6549295774647887,0.6197183098591549,0.6549295774647887,0.7983847138776717,0.11558931869708541,58,0.8160561184723305,0.8121590023382697,0.7505845674201091,0.8152766952455183,0.8316445830085737,0.8293063133281372,0.8247663551401869,0.8434579439252337,0.8193146417445483,0.8442367601246106,0.8186802980747517,0.02506694739129726,0.9193548387096774,0.9278438030560272,0.8974957555178268,0.9363327674023769,0.6960950764006791,0.8119694397283532,0.8431899641577061,0.7327508960573477,0.6686827956989249,0.47625448028673834,0.7909969817015657,0.14044707303126314,19,0.8152136587040972,0.8012094091387119,0.7982824673234177,0.812286716888803,0.8272648251883331,0.8158843603116348,0.8343867340843147,0.8230660095579451,0.8368428912783751,0.8389256912442397,0.8203362763719874,0.013542414831988609,0.9516129032258065,0.9758064516129032,0.9596774193548387,0.9596774193548387,0.8467741935483871,0.8467741935483871,0.75,0.6774193548387096,0.6129032258064516,0.6774193548387096,0.8258064516129032,0.13044588545545646,57,0.850358422939068,0.8476702508960573,0.753584229390681,0.8494623655913979,0.8620071684587813,0.8620071684587813,0.839605734767025,0.8637992831541219,0.8369175627240143,0.8736559139784946,0.8439068100358422,0.03201270687832847,0.9554655870445343,0.952755905511811,0.9674796747967479,0.9370078740157479,0.8823529411764707,0.8898305084745762,0.8454545454545455,0.7741935483870968,0.7378640776699029,0.7741935483870968,0.8716598210918528,0.08067445472776143,59,0.8894095595126522,0.8870135958743554,0.8401598401598402,0.888888888888889,0.8990654205607477,0.8978068128791413,0.8928060981419723,0.9055894786284642,0.8895238095238096,0.9069767441860466,0.8897240248355919,0.017822043979134183,0.7368421052631579,0.5263157894736842,0.8421052631578947,0.42105263157894735,0.5263157894736842,0.631578947368421,0.8333333333333334,0.5,0.6666666666666666,0.5,0.618421052631579,0.14025490139507846,21,0.5868263473053892,0.5748502994011976,0.7305389221556886,0.5868263473053892,0.6287425149700598,0.6107784431137725,0.7261904761904762,0.7083333333333334,0.7023809523809523,0.6488095238095238,0.6504277159965783,0.058358500582257715
5,0.03475818634033203,0.0010197584726794424,0.007491660118103027,0.0001245360020790611,1,32,"{'max_depth': 1, 'n_estimators': 32}",0.9230769230769231,0.9230769230769231,0.951048951048951,0.8951048951048951,0.8041958041958042,0.8181818181818182,0.7464788732394366,0.6690140845070423,0.6197183098591549,0.6549295774647887,0.8004826159755737,0.11664954999456605,57,0.8168355416991426,0.8191738113795791,0.7770849571317225,0.8207326578332035,0.8332034294621979,0.8308651597817615,0.8216510903426791,0.8341121495327103,0.8193146417445483,0.8434579439252337,0.8216431382832778,0.016943851395768084,0.9620118845500849,0.9278438030560272,0.9480050933786078,0.9185059422750426,0.689516129032258,0.8308573853989814,0.8346774193548387,0.726478494623656,0.6503136200716846,0.4758064516129032,0.7964016223354083,0.15022843932261562,18,0.8144678385165154,0.800267744081729,0.8170084562058678,0.8156482733457816,0.8255558774923272,0.8263929130985341,0.8455954514422257,0.8263942225635773,0.8533746159754224,0.857484212322922,0.8282189605044902,0.017490059948441872,0.9516129032258065,0.9758064516129032,0.967741935483871,0.9596774193548387,0.8467741935483871,0.8467741935483871,0.7338709677419355,0.6774193548387096,0.6129032258064516,0.6774193548387096,0.825,0.13231951758773688,58,0.850358422939068,0.8476702508960573,0.7876344086021505,0.8494623655913979,0.8593189964157706,0.8620071684587813,0.839605734767025,0.850358422939068,0.8369175627240143,0.8736559139784946,0.8456989247311828,0.02186379928315413,0.9554655870445343,0.9565217391304347,0.97165991902834,0.9407114624505929,0.8823529411764707,0.8898305084745762,0.8348623853211009,0.7813953488372093,0.7378640776699029,0.7741935483870968,0.8724857517520258,0.0814453785599885,56,0.8898265353961556,0.8907721280602635,0.860078277886497,0.8918156161806209,0.899624765478424,0.8986454927603924,0.8911079410366144,0.8990999526290857,0.8895238095238096,0.906555090655509,0.8917049609607373,0.011814729705099012,0.7368421052631579,0.5789473684210527,0.8421052631578947,0.47368421052631576,0.5263157894736842,0.631578947368421,0.8333333333333334,0.6111111111111112,0.6666666666666666,0.5,0.6400584795321638,0.12374640715627833,13,0.592814371257485,0.6287425149700598,0.7065868263473054,0.6287425149700598,0.6586826347305389,0.6227544910179641,0.7023809523809523,0.7261904761904762,0.7023809523809523,0.6428571428571429,0.6612132877102938,0.04275498976507305
6,0.06823184490203857,0.0014042455081818494,0.01181325912475586,0.00034537304506006554,1,64,"{'max_depth': 1, 'n_estimators': 64}",0.9230769230769231,0.9230769230769231,0.951048951048951,0.8951048951048951,0.8041958041958042,0.8181818181818182,0.7464788732394366,0.7253521126760564,0.6267605633802817,0.6338028169014085,0.8047079680882498,0.11329313416354332,51,0.8199532346063912,0.8191738113795791,0.7770849571317225,0.8207326578332035,0.8324240062353858,0.8308651597817615,0.822429906542056,0.8411214953271028,0.822429906542056,0.8457943925233645,0.8232009527902623,0.01770916782064847,0.9700764006791172,0.9439728353140917,0.9721986417657046,0.9125636672325976,0.7175297113752122,0.8346774193548387,0.8413978494623655,0.7327508960573477,0.6637544802867383,0.47222222222222227,0.8061144123750236,0.1522643948805067,14,0.8174967269761552,0.814086880003434,0.8231225720601808,0.8163001953083082,0.8434582448007211,0.8262104822612839,0.8365948754053593,0.8362721880867042,0.847667584058713,0.8537426395289298,0.8314952388489789,0.013328013643917983,0.9516129032258065,0.9758064516129032,0.967741935483871,0.9596774193548387,0.8467741935483871,0.8467741935483871,0.7338709677419355,0.7580645161290323,0.6129032258064516,0.6612903225806451,0.831451612903226,0.12743211451016884,55,0.850358422939068,0.8476702508960573,0.7876344086021505,0.8494623655913979,0.8593189964157706,0.8620071684587813,0.8369175627240143,0.8718637992831542,0.8405017921146953,0.8736559139784946,0.8479390681003582,0.023200964911100255,0.9554655870445343,0.9565217391304347,0.97165991902834,0.9407114624505929,0.8823529411764707,0.8898305084745762,0.8348623853211009,0.8281938325991189,0.7414634146341462,0.7592592592592593,0.8760321049118576,0.0787875512568831,50,0.8914983560356975,0.8907721280602635,0.860078277886497,0.8918156161806209,0.8992030004688232,0.8986454927603924,0.8912213740458015,0.9051162790697673,0.8916349809885932,0.9078212290502793,0.8927806734546737,0.012384782994297875,0.7368421052631579,0.5789473684210527,0.8421052631578947,0.47368421052631576,0.5263157894736842,0.631578947368421,0.8333333333333334,0.5,0.7222222222222222,0.4444444444444444,0.6289473684210527,0.1397737280445393,15,0.6167664670658682,0.6287425149700598,0.7065868263473054,0.6287425149700598,0.6526946107784432,0.6227544910179641,0.7261904761904762,0.6369047619047619,0.7023809523809523,0.6607142857142857,0.6582477901340178,0.03756946931556968
7,0.10652706623077393,0.0021658034574579743,0.016861867904663087,0.00043470801142260707,1,100,"{'max_depth': 1, 'n_estimators': 100}",0.9230769230769231,0.9230769230769231,0.951048951048951,0.8951048951048951,0.8041958041958042,0.8181818181818182,0.7464788732394366,0.7183098591549296,0.6267605633802817,0.6690140845070423,0.8075248694967005,0.10892453072138666,46,0.8191738113795791,0.8199532346063912,0.7770849571317225,0.8191738113795791,0.8324240062353858,0.8308651597817615,0.8247663551401869,0.839563862928349,0.82398753894081,0.8457943925233645,0.8232787130047129,0.01759173195414261,0.9318760611205433,0.9439728353140917,0.9730475382003396,0.9185059422750423,0.7226230899830222,0.8495331069609509,0.842741935483871,0.7296146953405018,0.6686827956989247,0.4796146953405018,0.8060212695717789,0.14726121532884662,15,0.8212955808812482,0.8160963020196167,0.8265726611293542,0.8178240293606336,0.84272583864529,0.8301756701650462,0.8391523724185014,0.8375762715480457,0.8486943164362519,0.8563028033794162,0.8336415845983403,0.012809870537696007,0.9516129032258065,0.9758064516129032,0.967741935483871,0.9596774193548387,0.8467741935483871,0.8467741935483871,0.7338709677419355,0.7580645161290323,0.6129032258064516,0.6935483870967742,0.8346774193548387,0.12342925697591911,50,0.850358422939068,0.8476702508960573,0.7876344086021505,0.8494623655913979,0.8593189964157706,0.8620071684587813,0.839605734767025,0.8718637992831542,0.8405017921146953,0.8736559139784946,0.8482078853046595,0.023087000595251508,0.9554655870445343,0.9565217391304347,0.97165991902834,0.9407114624505929,0.8823529411764707,0.8898305084745762,0.8348623853211009,0.8245614035087719,0.7414634146341462,0.7853881278538815,0.878281748862285,0.07547538622071576,46,0.8910798122065727,0.8911917098445595,0.860078277886497,0.8909774436090225,0.8992030004688232,0.8986454927603924,0.8928060981419723,0.9042750929368031,0.8924833491912464,0.9078212290502793,0.892856150609617,0.0122968715934482,0.7368421052631579,0.5789473684210527,0.8421052631578947,0.47368421052631576,0.5263157894736842,0.631578947368421,0.8333333333333334,0.4444444444444444,0.7222222222222222,0.5,0.6289473684210527,0.1397737280445393,15,0.6107784431137725,0.6347305389221557,0.7065868263473054,0.6167664670658682,0.6526946107784432,0.6227544910179641,0.7261904761904762,0.625,0.7142857142857143,0.6607142857142857,0.6570501853435985,0.0412407429472378
8,0.13345494270324706,0.0012004556824981802,0.02042865753173828,0.00041069291291764934,1,128,"{'max_depth': 1, 'n_estimators': 128}",0.9230769230769231,0.9230769230769231,0.951048951048951,0.8951048951048951,0.8041958041958042,0.8181818181818182,0.7464788732394366,0.7183098591549296,0.6267605633802817,0.6690140845070423,0.8075248694967005,0.10892453072138666,46,0.818394388152767,0.8207326578332035,0.7770849571317225,0.8199532346063912,0.8324240062353858,0.8308651597817615,0.8021806853582555,0.8403426791277259,0.823208722741433,0.8457943925233645,0.821098088349201,0.01874077552227271,0.9571307300509339,0.9439728353140917,0.9732597623089984,0.9185059422750423,0.7226230899830222,0.8486842105263158,0.8445340501792115,0.7367831541218638,0.6686827956989247,0.4854390681003584,0.8099615638558764,0.14799266788917254,11,0.8217489751679437,0.8173786834932285,0.8271199536411049,0.817421608396111,0.8432006953834267,0.831117335222029,0.840384451271548,0.8362855222734255,0.8485556408943505,0.8574388760880696,0.8340651741831238,0.012840118290591984,0.9516129032258065,0.9758064516129032,0.967741935483871,0.9596774193548387,0.8467741935483871,0.8467741935483871,0.7338709677419355,0.7580645161290323,0.6129032258064516,0.6935483870967742,0.8346774193548387,0.12342925697591911,50,0.850358422939068,0.8476702508960573,0.7876344086021505,0.8494623655913979,0.8620071684587813,0.8620071684587813,0.8136200716845878,0.8718637992831542,0.8405017921146953,0.8736559139784946,0.8458781362007167,0.0254265647277942,0.9554655870445343,0.9565217391304347,0.97165991902834,0.9407114624505929,0.8823529411764707,0.8898305084745762,0.8348623853211009,0.8245614035087719,0.7414634146341462,0.7853881278538815,0.878281748862285,0.07547538622071576,46,0.8906616611919287,0.8916116870876531,0.860078277886497,0.8913963328631875,0.8994857410004675,0.8986454927603924,0.8772946859903382,0.9046954904695491,0.8920589633856396,0.9078212290502793,0.8913749561685933,0.013211098714932768,0.7368421052631579,0.5789473684210527,0.8421052631578947,0.47368421052631576,0.5263157894736842,0.631578947368421,0.8333333333333334,0.4444444444444444,0.7222222222222222,0.5,0.6289473684210527,0.1397737280445393,15,0.6047904191616766,0.6407185628742516,0.7065868263473054,0.6227544910179641,0.6347305389221557,0.6227544910179641,0.7261904761904762,0.6309523809523809,0.7083333333333334,0.6607142857142857,0.6558525805531794,0.04048797267101645
9,0.002060985565185547,0.00023527321758776617,0.00299687385559082,0.00014169269712829277,2,1,"{'max_depth': 2, 'n_estimators': 1}",0.7832167832167832,0.9090909090909091,0.9300699300699301,0.9300699300699301,0.6573426573426573,0.5804195804195804,0.823943661971831,0.5774647887323944,0.5915492957746479,0.49295774647887325,0.7276125283167537,0.1581163984161107,70,0.6874512860483243,0.8901013250194856,0.7607170693686672,0.8877630553390491,0.7014809041309431,0.6929072486360094,0.8699376947040498,0.660436137071651,0.6915887850467289,0.690809968847352,0.7533193474212261,0.08801125388517005,0.8864601018675722,0.7181663837011885,0.8465619694397283,0.8077249575551784,0.6759337860780985,0.8106960950764008,0.7688172043010753,0.6507616487455197,0.6881720430107527,0.5396505376344086,0.7392944727409924,0.09929088083952255,38,0.7589122829609598,0.7612463245551907,0.7598861416951044,0.7632423325392226,0.7785745712875325,0.7640176635975361,0.7677291346646185,0.7754336277521761,0.7759749957330602,0.7918640126301417,0.7696881087415542,0.010021357814691817,0.7661290322580645,1.0,0.9596774193548387,0.9919354838709677,0.6774193548387096,0.5403225806451613,0.8951612903225806,0.5725806451612904,0.5725806451612904,0.49193548387096775,0.7467741935483871,0.19105245505548032,70,0.6863799283154122,0.9596774193548387,0.771505376344086,0.9605734767025089,0.696236559139785,0.6854838709677419,0.9292114695340502,0.6406810035842294,0.681899641577061,0.6756272401433692,0.7687275985663083,0.12271828430372494,0.8597285067873301,0.9501915708812261,0.9596774193548389,0.9609375,0.7741935483870968,0.6907216494845361,0.8987854251012146,0.702970297029703,0.7100000000000001,0.6288659793814433,0.8136071896407389,0.12034912166938705,70,0.792550439730988,0.938239159001314,0.8486939379004435,0.937062937062937,0.8022715539494063,0.7952182952182951,0.925479696564034,0.7663451232583065,0.7935349322210636,0.7916010498687664,0.8390997124775555,0.06484844121245036,0.8947368421052632,0.3157894736842105,0.7368421052631579,0.5263157894736842,0.5263157894736842,0.8421052631578947,0.3333333333333333,0.6111111111111112,0.7222222222222222,0.5,0.6008771929824561,0.18761930076011596,23,0.6946107784431138,0.4251497005988024,0.688622754491018,0.40119760479041916,0.7365269461077845,0.7425149700598802,0.47619047619047616,0.7916666666666666,0.7559523809523809,0.7916666666666666,0.6504098944967208,0.14613723897720354
